year	pages	words
1632	56	8181
1619	846	277886
1638	36	11325
1633	80	20990
1634	84	21760
1633	78	21087
1638	55	8863
1607	658	190858
1633	86	22871
1631	34	10282
1632	64	15218
1619	662	216316
1639	80	18391
1640	8	1470
1638	80	19412
1631	74	18737
1631	510	115646
1639	260	26729
1639	64	15489
1639	414	46473
1630	2	1043
1639	29	4958
1635	311	111937
1633	10	1531
1640	202	78011
1631	78	8438
1630	28	6807
1635	25	4919
1638	37	11764
1638	119	17085
1638	118	19912
1638	463	49006
1638	142	11469
1638	335	32884
1631	54	7847
1638	282	31931
1638	458	46013
1639	56	11952
1639	72	12165
1639	60	13451
1632	568	56787
1632	66	16880
1631	114	28260
1633	68	20105
1635	18	4244
1634	162	39461
1633	220	48702
1630	360	97330
1639	167	31895
1630	82	22414
1639	328	134223
1632	54	8268
1638	520	93492
1637	24	4190
1637	150	36881
1639	26	5694
1638	40	10579
1640	198	31389
1637	374	185163
1636	334	99162
1639	98	23894
1635	52	7227
1640	200	41771
1613	90	23192
1630	389	121566
1632	304	103585
1640	68	17217
1640	90	24585
1640	72	21533
1640	56	19603
1640	68	16432
1640	70	17561
1633	1585	763093
1587	44	12957
1594	96	15968
1575	110	29665
1595	112	15050
1578	48	15844
1578	55	15258
1609	158	39185
1611	121	18484
1613	52	16030
1616	74	13198
1616	40	10913
1604	48	9092
1616	71	21764
1616	39	12012
1609	146	24508
1617	89	18180
1608	154	48922
1621	371	132326
1617	77	24041
1602	10	1852
1615	44	16497
1601	40	12243
1616	87	28302
1609	30	7910
1602	53	17354
1615	94	15635
1603	22	2601
1612	1	2501
1600	1	1306
1627	50	12103
1626	32	3890
1620	38	7065
1608	90	32045
1606	106	18549
1609	54	13803
	78	40194
1600	1	438
1621	30	3412
1623	108	20139
1615	90	26167
1621	790	93027
1604	265	33738
1625	72	16037
1626	63	9648
1624	112	13207
1620	313	42302
1612	403	97368
1608	285	47029
1625	2	727
1619	116	14271
1612	988	754282
1624	152	22724
1616	188	54371
1602	50	11680
1627	272	41756
1603	16	2878
1605	70	11045
1628	60	13784
1616	28	2040
1619	56	6366
1602	128	37569
1622	126	22082
1606	63	11577
1623	148	30265
1606	220	14992
1610	160	47597
1621	373	61310
1604	66	12142
1623	45	5205
1614	46	4448
1613	32	5625
1619	801	484286
1615	468	50644
1616	378	131859
1617	44	10543
1626	40	6559
1608	198	23598
1614	492	51467
1612	377	41329
1603	30	2578
1615	194	25845
1623	76	7074
1622	467	46782
1626	578	65572
1605	238	18981
1618	500	51838
1607	209	12847
1628	120	12975
1620	384	63132
1606	228	19020
1628	246	35993
1609	102	13340
1611	256	29400
1627	516	264013
1608	218	23504
1629	70	8030
1617	44	10234
1613	120	11614
1617	118	14595
1618	120	13534
1626	61	6604
1609	252	50886
1624	44	9816
1629	138	12870
1622	42	8032
1624	49	5640
1624	54	6219
1626	34	7812
1610	62	20990
1619	39	4330
1611	37	8852
1609	286	31428
1618	187	34604
1620	115	14805
1619	200	37707
1609	54	13403
1615	80	22196
1627	50	13336
1613	24	4412
1620	70	18736
1609	62	19682
1604	89	17008
1626	59	15380
1610	41	14570
1613	23	4421
1629	56	14599
1604	72	14584
1604	34	7555
1613	88	25205
1619	18	4756
1617	24	3726
1616	84	23022
1602	243	51438
1627	104	25082
1619	80	33528
1608	64	13444
1629	1	787
1601	154	44724
1607	24	5046
1600	226	64059
1602	62	10856
1628	134	33248
1615	68	8691
1616	194	30204
1627	164	64940
1603	63	10202
1625	420	83255
1601	266	15125
1606	62	18008
1604	64	17570
1618	106	16339
1607	246	103586
1622	182	76517
1615	88	24419
1611	30	8785
1613	316	63102
1601	186	15619
1616	312	104868
1603	178	47387
1636	28	7204
1623	154	13619
1638	136	35143
1640	248	44025
1630	65	17526
1614	668	128555
1636	220	60436
1636	56	19930
1633	32	9115
1634	1	80
1634	53	7306
1638	82	21026
1636	44	4604
	356	76836
1632	374	46892
1631	36	3544
1632	28	6383
1633	19	7039
1635	2	532
1633	2	702
1634	448	72791
1633	360	90119
1640	262	32606
1632	39	8296
1639	186	35803
1631	28	7541
1639	288	34111
1633	56	17117
1640	38	8223
1632	94	12792
1637	276	26885
1638	520	116709
1635	61	16440
1640	238	64210
1639	14	803
1633	32	8360
1630	86	9577
1630	47	10505
1633	112	36055
1635	88	8696
1634	97	35184
1640	388	45436
1634	26	10073
1638	676	77356
1637	2	806
1632	49	11973
1632	434	68999
1640	132	22275
1631	192	53012
1640	68	18772
1630	202	62560
1639	400	102370
1630	175	27504
1630	335	36562
1640	37	5340
1633	288	71137
1640	116	22187
	46	5917
1640	182	18467
1640	338	96776
1633	474	291176
1599	46	8766
1598	78	21685
1640	88	23794
1599	50	11855
1594	62	11680
1610	30	2971
1611	35	5484
1610	47	7892
1610	51	7946
	2	732
1620	2	850
1610	2	479
1604	51	13639
1621	104	30970
1618	48	18065
1613	84	22178
1613	24	3549
1612	66	17377
1607	76	22507
1611	74	19966
1600	1	2191
1615	86	23909
1600	1	783
1605	54	12894
1625	31	4724
1606	76	23284
1613	34	5897
1625	2	419
1608	76	21752
1600	176	50570
1618	32	6890
1607	62	17443
1623	144	19989
1603	98	17290
1604	274	58509
1624	289	64886
1613	397	76193
1602	58	8225
1606	100	33273
1628	162	23528
1616	110	11496
1620	14	1676
1609	468	134471
1604	101	35128
1625	835	298786
1612	48	11394
1603	84	11975
1605	76	20660
1624	478	263834
1619	566	157952
1625	25	2467
1622	14	2538
1610	230	19829
1610	60	14231
1621	134	19298
1603	64	11954
1622	33	7006
1612	36	9793
1612	22	4863
1626	128	20685
1612	20	5059
1624	206	31027
1613	1	488
1612	98	21918
1614	66	17404
1612	18	3900
1617	114	15922
1623	34	7457
1606	64	17962
1614	61	12328
1628	152	32830
1614	442	82573
1620	450	97706
1614	73	15605
1629	183	38904
1622	29	6998
1604	214	134092
1607	32	1436
1615	390	143995
1614	72	13467
1614	62	13068
1602	134	24378
1615	17	3034
1619	68	8961
1614	32	4706
1627	158	50438
1614	142	25105
1640	78	9889
1637	149	12724
1625	2	1050
1600	88	20135
1630	2	973
1631	360	30988
1633	60	20872
1633	208	39524
1630	49	18675
1640	1	766
1636	84	19414
1636	22	4505
1637	76	23513
1631	256	24310
1635	2	899
1631	376	82975
1636	72	19223
1637	275	24389
1638	150	18166
1633	20	4543
1633	80	23470
1632	21	4245
1637	383	117038
1631	160	38680
1640	245	49084
1631	25	3953
1637	22	4052
1632	164	39820
1636	76	14011
1634	72	15167
1639	24	5131
1635	104	21622
1601	674	252038
1636	48	4047
1637	56	9433
1637	78	21159
1638	22	3830
1637	320	78080
1630	28	5159
1633	227	54440
1634	82	23648
1638	330	37069
1638	76	19837
1638	57	13321
1635	642	234658
1638	108	23555
1631	129	20365
1633	43	10763
1639	86	20950
1640	190	48576
1631	564	60086
1638	46	13412
1632	275	75371
1640	1	633
1640	1	972
1640	380	37830
1640	170	15416
1640	44	10402
1640	88	13392
1631	675	207918
1632	622	358366
1635	854	629858
1615	12	1780
1587	57	20251
1618	114	35429
1625	1	2080
1609	30	8090
1622	18	3350
	1	1380
1629	1	1260
1607	80	10243
1608	102	16643
1611	50	7759
1609	61	19589
1628	74	19670
1614	32	7016
1623	359	109996
1604	26	5718
1627	222	57475
1622	128	34927
1612	44	15554
1624	66	7476
1618	42	12147
1625	2	1850
1616	177	60780
1616	306	55808
1615	388	155640
1617	80	20242
1625	218	62572
1603	38	6550
	670	177610
1603	1	479
1618	38	7279
1618	107	25438
1607	44	11139
1619	44	11189
1625	488	131871
1618	16	3040
1612	86	22714
	264	53472
1625	20	1446
1601	242	45533
1625	40	12090
1606	48	11694
1607	1	952
1626	10	2102
1623	114	41351
1606	38	7432
1601	78	11737
1613	32	3935
1625	156	60659
1607	228	42059
1607	96	25084
1606	110	43230
1624	155	12876
1604	118	18352
1611	91	25044
1621	2	1384
1603	14	1679
1607	24	5975
1612	32	5911
1603	17	3434
1623	172	48944
1625	256	51770
1614	563	131039
1620	118	16774
1609	53	7164
1623	478	50070
1612	96	11993
1614	38	8251
1601	114	15587
1609	52	13121
1609	35	11140
1607	68	4779
1604	58	11135
1600	47	7481
1625	28	3497
1625	54	15508
1609	73	20424
1608	38	7340
1606	48	10173
1612	100	29700
1601	94	26301
1605	52	7014
1615	30	2694
1625	1	385
1609	16	2237
1600	134	41181
1601	90	27653
1611	112	30927
1621	1	1470
1625	36	8272
1629	32	4022
1624	18	2549
1625	2	976
1617	54	10914
1607	52	13915
1622	228	41065
1617	50	10349
1626	86	14756
1608	44	11253
1614	54	7702
1625	86	20973
1626	120	32968
1608	34	9040
1611	70	22670
1607	38	9820
1623	14	100
1620	62	11342
1600	78	23573
1640	126	13110
1619	58	11220
1628	71	14329
1630	24	3555
1630	26	4104
1605	50	10186
	32	5494
1631	98	33202
1630	2	900
1637	20	3841
1635	32	9199
1634	20	3666
1630	216	84047
1630	1	424
1635	423	106552
1637	232	57542
1634	82	13547
1631	22	2330
1631	36	4890
1633	31	6884
1638	394	102580
1634	461	121637
	14	1682
1639	52	10569
1637	27	4489
1631	82	15288
1635	18	3162
1631	257	97306
1638	106	33908
1631	126	25952
1632	54	15303
1635	348	67547
1630	2	571
1638	84	23115
1637	64	11271
1633	72	19644
1640	1	1300
1640	58	8185
1640	64	10407
1640	92	12537
1640	70	21978
1635	758	352120
1632	530	173255
1602	856	797394
1603	1223	1032460
1568	58	18125
1609	71	19476
1635	90	25887
1635	30	5005
1592	86	22287
1620	102	27914
1594	56	17240
1628	24	5181
1600	46	5778
1629	2	1195
1628	48	9004
1625	57	9411
1614	112	9002
1623	93	16600
1621	46	14380
1626	56	9926
1625	52	8924
1622	54	9441
1621	47	8838
1616	296	32809
1611	164	36698
1623	40	7376
1606	52	6183
1605	96	20575
1605	74	22636
1609	240	32789
1621	3	3828
1613	16	2705
1606	36	9102
1609	260	87469
1603	64	12039
1629	34	4911
1613	26	1477
1620	2	681
1602	34	3919
1612	162	31568
1621	362	28843
1608	128	14855
1607	58	10749
1607	44	7754
1613	214	34443
1609	330	118383
1627	384	65828
1624	244	65309
1615	72	17814
1620	136	18239
1602	48	10483
1600	168	40165
1600	493	240810
1625	36	8594
1630	2	1102
1616	136	44348
1629	223	32334
1619	200	28441
1603	29	3243
1618	66	14597
1606	105	27042
1615	150	47555
1630	2	1749
1634	58	12721
1636	205	47426
1631	138	35578
1634	262	86132
1634	48	4427
1634	66	13428
1638	40	5007
1613	1072	130224
1616	256	105897
1621	446	132952
1638	136	10731
1637	311	29471
1634	319	34064
1633	104	30849
1638	33	10901
1631	162	14257
1632	55	2512
1637	30	29524
1640	34	14194
1637	32	29580
1634	187	32443
1631	468	100418
1630	10	1821
1637	32	29492
1633	62	16725
1637	61	14908
1640	26	5194
1640	102	23621
1631	122	57531
1635	200	67996
1640	530	150832
1613	28	3550
1629	1	191
1607	110	28352
1618	28	6966
1607	22	2705
1614	69	17663
1602	378	110362
1607	48	10934
1603	92	28541
	256	21159
1607	48	10414
1619	88	25836
1602	158	44818
1619	356	44909
1608	3	1690
1623	54	13793
1621	92	23229
1615	83	22386
1612	1	1234
1625	1	522
1625	2	2378
1620	1	397
1625	3	2043
1611	1	685
1621	1	438
1603	1	2012
1621	1	351
1621	1	405
1603	1	1040
1624	1	541
1626	51	13458
1613	76	22893
1628	1	354
1621	1	350
1621	1	1479
1602	52	13501
1627	1	373
1612	27	7170
1624	1	1110
1621	1	907
1605	1	1017
1603	1	334
1621	1	594
1616	560	226972
1617	12	1471
1619	82	22629
1627	1	283
1617	46	5764
1612	1	803
1613	32	7282
1620	68	21261
1627	3	368
1612	72	25517
1628	18	3510
1621	10	1669
1616	72	25168
1622	58	14083
1602	48	9959
1629	2	641
1607	82	24165
1629	230	38641
1605	34	4562
1601	286	49773
1606	176	56625
1610	75	18137
1614	356	61776
1618	50	11452
1601	44	10779
1625	2	848
1624	570	90218
1612	66	14268
1614	472	122034
1620	2	844
1629	283	25199
1600	60	14862
1625	2	769
1603	206	30017
1601	144	20426
1601	100	13124
1622	116	24393
1619	80	27609
1613	65	16756
1621	289	53976
1614	118	38867
1624	50	12503
1625	29	8209
1613	198	64629
1602	22	3852
1609	42	9249
1629	340	64596
1614	190	42442
1623	246	84919
1616	94	15643
1627	51	10800
1620	168	49550
1630	1	632
1626	63	13025
1636	24	3265
1622	84	24558
1630	1	440
1625	76	16241
1631	24	5018
1615	1	1036
1600	41	7297
1630	2	1701
1630	20	5423
1607	770	213629
1628	34	5720
1608	73	19948
1630	1	421
1630	6	1746
1667	1	302
1630	1	1789
1634	174	14924
1636	154	27834
1633	2	832
1633	3	628
1610	517	146176
1609	520	309938
1640	2	1142
1634	316	36351
1630	1	711
1632	158	14244
1630	182	34194
1631	3	562
	24	3694
1636	508	59554
1634	84	14223
1639	96	24405
1630	152	26576
1637	332	27261
1639	2	1139
1637	312	38159
1640	2	1114
1631	432	79143
1640	544	117107
1640	2	670
1630	2	674
1633	76	20100
1630	125	15401
1634	196	23671
1640	2	1017
1640	35	8991
1640	2	2218
1639	190	22935
1631	276	85334
1632	588	231213
1578	42	17470
1592	56	14107
1584	54	14254
1591	76	19804
1584	56	14019
1594	80	20576
1592	62	16166
1594	84	17880
1597	52	13521
1604	46	12286
1602	74	15886
1620	1	484
1602	82	16567
1604	64	16423
1613	90	21848
1604	74	21800
1618	22	1878
1629	104	10888
1601	60	10109
1606	74	24685
1607	101	29157
1621	34	5939
1607	64	18424
1601	46	12853
1610	74	18343
1621	138	10893
1627	650	79634
1605	119	20243
1620	16	3568
1609	117	20037
1621	128	17984
1612	108	32458
1606	56	14552
1614	1	66
1622	1	656
1624	90	21855
1607	13	1617
1629	86	20125
1624	129	43125
1613	1	1354
1613	282	165689
1611	50	1774
1613	138	10959
1623	120	22576
1604	30	6354
1613	1	878
1622	66	17970
1627	94	18216
1622	86	22898
1620	23	4454
1628	67	10209
1600	48	9587
1612	362	108710
1619	20	2860
1616	1	1616
1615	444	294352
1608	68	20175
1607	80	21604
1613	400	159098
1621	18	2595
1624	32	8173
1616	26	3806
1621	57	6956
1609	24	4282
1617	20	2633
1607	72	21462
1626	18	1871
1608	70	21478
1625	77	20022
1608	64	19811
1602	64	18249
1600	50	5019
1604	46	8983
1620	46	9468
1621	112	37517
1622	20	2586
1613	32	6867
1612	49	9506
1619	26	3914
1617	82	22165
1618	64	14821
1625	27	4220
1623	19	2674
1613	666	231037
1603	94	29491
1612	130	40052
1623	307	25208
1605	32	3741
1607	28	4036
1519	458	46440
1611	94	26994
1624	120	25080
1612	74	11214
1600	259	70816
1624	306	29443
1609	47	14017
1603	220	71377
1608	146	12022
1621	1	1553
1624	373	103253
1609	72	7703
1617	358	127099
1604	172	56310
1609	38	11747
1608	144	54404
1614	96	34943
1602	260	24418
1618	338	90055
1610	466	164504
1603	126	28553
1609	148	49583
1608	32	5935
1610	452	146530
1606	250	90195
1605	35	9736
1603	88	13536
1626	1	441
1621	66	14800
1626	394	155719
1611	22	4267
1608	240	76715
1603	33	7503
1616	1	803
1601	90	23608
1605	24	4522
1618	23	2650
1605	132	33979
1611	636	150752
1615	24	3596
1614	24	3878
1615	10	899
1605	85	26228
1616	126	5627
1628	1	318
1612	30	5519
1609	14	1297
1623	92	13444
	90	16019
1604	278	41286
1606	234	76395
1636	84	20143
1608	56	13245
1608	40	9841
1632	95	21997
1618	56	9369
1631	146	59714
1630	100	24014
1633	93	22065
1632	170	31407
1630	94	21716
1632	85	20505
1638	80	13786
1639	84	15715
1635	204	37646
1638	68	9895
1631	72	12853
1639	82	20348
1632	86	22214
1630	154	35110
1639	78	22695
1633	216	35704
1630	74	19179
1637	48	7620
1635	26	7054
1634	47	8404
1638	74	13078
1631	1	1989
1640	328	33821
1635	4	664
1634	2	769
1640	346	86068
1630	18	4927
1634	788	128991
1638	322	33834
1639	346	33787
1639	304	45572
1639	1	708
1639	272	37635
1635	2	935
1631	475	81971
1631	33	5888
1633	189	45079
1635	2	866
1617	915	676090
1639	48	8722
1637	29	4836
1637	362	186516
1700	1	1011
1638	82	19271
1630	2	924
1633	316	34303
1637	200	48202
1638	80	18370
1640	68	14665
1637	80	17523
1638	52	8666
1640	70	17217
1637	54	12261
1640	18	3961
1635	890	331934
1640	74	14763
1631	435	231927
1594	54	14268
1633	78	24498
1594	60	10868
1605	64	19699
1632	88	22321
1639	104	20149
1594	96	22548
1637	40	8092
1600	207	59957
1600	60	17189
1607	73	14513
1613	208	57219
1622	36	9144
1622	102	14620
1627	40	10135
1620	2	1756
1603	22	3918
1616	60	9572
1615	88	33245
1622	40	9101
1603	20	3869
1623	23	5660
1600	68	12023
1622	36	5960
1627	42	10204
1608	66	32621
1626	104	28986
1613	42	5480
1623	42	9054
1613	96	13364
1615	30	4428
1607	82	17294
1607	56	12970
1603	28	3161
1605	46	5293
1606	40	9979
1612	34	7522
1603	48	7731
1622	12	2781
1616	52	16792
1615	42	13073
1612	170	28061
1614	96	22807
1606	70	16996
1614	324	35611
1619	476	52324
1609	56	15594
1613	25	4329
1625	36	3724
1624	456	45452
1624	65	14560
1620	28	5415
1600	48	8763
1600	82	23111
1626	476	60067
1609	101	32893
1615	410	71251
1625	2	937
1625	95	25406
1620	437	76112
1617	84	14844
1609	106	40350
1620	8	1805
1616	25	5373
1616	1	172
1607	260	78555
1618	106	31689
1602	105	25002
1604	249	66320
1626	32	6713
1627	18	1433
1600	62	11325
1615	1	911
1622	42	8561
1601	334	118779
1628	24	3164
1634	2	935
1622	90	16688
1600	31	6433
1610	49	8824
1624	62	15217
1621	12	1947
1619	112	11994
1606	147	41120
1623	60	9263
1616	22	4248
1605	41	6726
1628	404	89206
1614	10	1205
1624	2	1197
1617	147	33315
1628	84	10088
1605	1	1210
1632	122	19472
1605	360	151628
1633	2	610
1630	14	946
1625	2	809
1630	2	994
1602	588	190602
1600	1	1244
1638	472	68526
1630	1	825
1636	716	67556
1632	420	48630
1629	2	826
1633	2	750
1633	299	123687
1635	19	4884
1635	17	3646
1640	138	32151
1640	190	50001
1638	2	1287
1616	895	312430
1612	732	208645
1638	15	1481
1634	3	2225
1639	97	13194
1633	96	22543
1633	2	657
1638	56	22280
1633	106	23451
1630	88	28139
1633	2	902
1635	2	620
1630	2	1380
1634	12	2130
1635	2	839
1640	2	1350
1637	290	99266
1632	2	916
1635	2	736
1635	2	1066
1639	1	880
1637	2	1322
1634	2	864
1630	2	709
1635	2	791
1635	2	999
1633	2	736
1633	2	828
1630	2	679
1631	387	104779
1634	2	950
1634	2	881
1660	1	935
1634	2	703
1640	2	832
1640	2	893
1640	52	10618
1640	1	753
1638	2	730
1637	2	751
1640	2	810
1640	2	790
1640	2	707
1640	2	711
1634	1066	724417
	75	15810
1624	68	18558
1608	66	7747
1606	47	5357
1620	70	11349
1626	142	18772
1613	252	23533
1608	136	44164
1615	30	5541
1606	513	188809
1627	300	39698
1603	73	17675
1609	52	17601
1605	264	53747
1627	33	9517
1613	60	11039
1602	270	92833
1604	242	58842
1621	1	1053
1612	179	42204
1604	376	94185
1620	60	8454
1624	15	2375
1629	30	6670
1622	209	64329
1612	690	242716
1628	112	37131
1606	77	18152
1607	600	184781
1627	417	38002
1604	200	47699
1625	2	761
1628	26	4701
1609	208	34285
1609	773	239389
1609	198	21267
1610	282	50611
1601	110	12605
1625	232	82648
1619	129	30910
1611	72	8087
1606	238	183187
1607	614	208753
1627	312	109718
1623	2	709
1606	200	135319
1604	104	19089
1605	204	37759
1606	686	157660
1604	389	159022
1604	206	44489
1623	38	6095
1607	166	28342
1601	134	24978
1608	584	289556
1603	22	2631
	34	6301
1604	756	300191
1612	102	15480
1629	278	37063
1607	240	29320
1615	2	667
1603	38	3288
1603	268	33245
1604	32	6842
1605	104	8098
1611	204	28161
1606	72	50722
1609	26	5100
1625	76	30113
1603	67	11617
1602	44	10393
1624	1	583
1604	22	3064
1617	44	14237
	64	17693
1610	284	51963
1622	87	28449
1623	306	52449
1603	32	8982
1622	102	10062
1603	38	2828
1610	138	53852
1613	21	5293
1601	52	10650
1603	48	8066
1603	1	1077
1623	70	13257
1613	196	37443
1611	182	28918
1612	210	17755
1636	56	12028
1600	1121	660667
1634	26	5885
1640	2	598
1629	182	42052
1639	78	16737
1634	2	644
1631	222	19016
1638	204	18493
1631	14	5557
1636	51	16481
1630	42	9977
1630	1	493
1639	44	10050
1638	216	19468
1631	64	3227
1630	46	5318
1631	88	27951
1633	98	33447
1638	2	762
1634	188	14645
1639	64	9642
1629	626	174839
1634	366	114305
1630	2	569
1635	444	94631
1635	262	35203
1632	135	34047
1639	140	17744
1637	173	51874
1631	50	13084
1636	262	34599
1633	475	92280
1631	12	4118
1639	175	19545
1639	70	7635
1632	16	6130
1636	230	23705
1630	606	161907
1640	1	657
1638	53	13462
1638	312	91600
1633	134	35642
1631	434	109350
1634	405	84065
1633	529	264363
1632	644	409373
1585	50	16620
1593	88	23502
1591	10	1245
1599	82	27831
1584	42	11556
1599	62	15689
1595	46	8597
1594	52	11620
1567	42	12993
1604	34	5820
1619	80	14183
1603	47	12661
1629	20	6907
1606	64	16105
1607	46	5872
1626	47	11525
1603	29	4090
1625	14	3011
1615	28	8071
1621	77	25217
1628	151	45840
1629	200	69787
1628	122	45153
1623	105	18297
1608	1	534
1628	86	35013
1624	118	24302
1629	165	38937
1621	72	14758
1613	170	47941
1609	102	46949
1618	68	10765
1636	354	139845
1616	2	857
1613	26	2390
1621	38	9975
1621	64	21087
1628	58	11383
1611	48	3848
1614	56	22599
1620	108	21529
1628	75	25244
1624	108	26147
1624	1	740
1627	488	54540
1622	40	9793
1601	12	1875
1602	42	6519
1624	45	10903
1606	45	13429
1606	30	4093
1625	1	2130
1626	462	179321
1623	1	1005
1609	69	19666
1613	66	18065
1606	133	34094
1613	42	10308
1610	134	36143
1613	148	69923
1614	58	16922
1612	61	20653
1616	81	27691
1606	74	16122
	68	17151
1618	68	24596
1610	16	1413
1606	24	4553
1606	32	5579
1612	58	20798
1616	12	3058
1615	74	11900
1604	84	28676
1618	1	546
1600	80	23871
1616	90	24240
1612	48	14044
1609	98	2308
1621	237	24834
1619	297	31648
1624	207	78010
1622	42	9797
1625	74	29160
1615	24	11526
1629	253	36899
1628	22	4460
1603	58	7466
1617	62	7900
1625	336	102125
1620	397	76688
1623	353	126673
1610	526	204126
1618	65	10686
1627	518	252839
1612	24	2946
1630	38	10077
1638	336	19513
1601	1	902
1620	398	45027
1612	230	92044
1608	132	37600
1631	90	24799
1630	2	751
1639	2	665
1636	2	816
1635	2	814
1632	2	893
1630	162	39902
1607	284	93627
1636	52	19984
1633	286	82575
1636	128	35419
1634	62	10719
1633	720	174741
1637	22	6836
1630	69	28392
1636	16	4075
1637	452	146299
1637	16	1480
1633	221	38648
1636	14	1221
1632	355	75314
1603	644	403959
1639	40	5952
1638	66	6982
1615	830	516780
1633	1	1090
1639	22	1166
1636	26	1920
1638	164	12780
1632	109	4952
1638	57	13336
1637	292	15915
1631	126	23073
1633	523	110790
1630	47	12911
1632	102	27613
1632	1	859
1638	597	45659
1631	14	2475
1638	42	11329
1636	1	2059
1633	4	909
1638	394	75385
1638	279	67234
1638	155	14742
1637	92	13270
1631	550	206649
1638	18	5022
1639	186	16910
1632	124	17590
1633	1258	490949
1636	53	9471
1632	546	197658
1640	61	10092
1635	252	18868
1640	82	19843
1640	226	25989
1640	518	132440
1638	418	270436
1640	90	37664
1631	573	204203
1635	714	410020
1594	64	20124
1626	1143	988899
1614	96	24113
1638	250	19445
1630	38	6625
1631	385	33145
1638	78	22447
1634	64	15311
1662	7	5091
1636	302	20173
1639	288	29161
1633	72	18103
1633	72	20449
1632	84	24283
1637	158	57956
1639	164	30020
1637	24	4970
1638	22	3203
1640	2	837
1639	9	1870
1631	132	12737
1636	76	19636
1636	73	16186
1633	1	938
1639	331	37112
1638	28	6868
1633	34	8561
1633	1	956
1633	1	953
1638	1	776
1633	1	869
1638	1	1658
1639	34	8411
1635	112	36795
1638	326	78261
1633	1	961
1638	1	785
1639	96	34980
1638	8	1654
1638	22	6198
1638	6	1512
1636	44	8238
1800	1	375
1640	19	4938
1638	16	3134
1639	100	26398
1636	42	8467
1640	608	361730
1660	30	9624
1639	36	7817
1640	1	472
1633	400	52582
1640	236	27579
1640	46	19979
1640	1	988
1640	13	2485
1640	12	1797
1630	80	22898
1640	1	666
	76	34203
1640	28	11145
1631	844	135444
1595	79	16711
1605	84	25810
1602	52	14399
1635	112	21880
1607	62	20261
1616	64	15415
1609	72	19176
1608	32	6385
1607	62	17700
1609	84	20462
1607	86	24869
1609	92	26963
1610	38	4021
1609	82	20457
1605	58	17236
1602	141	34512
	1	758
1624	18	2739
1626	46	6600
1629	86	20448
