year	pages	words
1845	20	3044
1845	17	6617
	563	193421
	281	74936
	564	193586
1845	33	31914
1852	16	6522
1862	180	25038
1843	24	7125
1842	22	6489
	666	642103
	65	23775
1861	388	107850
1830	20	3642
1857	53	20098
1850	26	9620
1855	37	17223
1862	31	13702
1846	399	119777
1867	33	5591
1864	20	5012
1863	15	9031
1864	10	2031
1844	79	48902
1856	38	13979
1848	55	27593
1865	32	10200
1844	19	4454
1856	37	10251
1854	485	204119
1839	168	54542
1869	126	38146
1849	32	8193
1867	76	44425
1863	62	62364
1861	78	23991
1864	17	14107
1868	31	17036
1858	31	8623
1853	9	4232
1839	30	12680
1858	14	6309
1863	24	4551
1862	12	2942
1861	23	7074
1850	73	25854
1864	360	79352
1854	21	5451
1868	16	13435
1866	44	10397
1865	30	7407
1848	38	14641
1859	18	5531
1855	53	14013
1859	27	6009
1853	19	3700
1841	25	5267
1851	15	2473
1853	8	5953
1856	16	4627
1847	19	14651
1865	13	3558
1861	25	7318
1850	45	19474
	232	165340
1851	33	6288
1841	170	80200
1888	489	165283
	537	205373
1907	185	103214
1876	769	287833
1871	290	65959
1909	165	41889
1901	804	199722
1906	461	139270
1844	231	58377
1859	124	24381
1878	267	68105
	241	53548
1891	376	106568
1870	481	133178
1846	112	33806
1871	154	30436
1885	134	21026
1875	181	27251
1922	259	46407
	88	42943
1881	132	22793
1847	360	159257
1884	133	27014
1866	351	86043
1848	243	82892
1841	106	26771
1895	12	1680
1853	15	13661
1892	171	58594
1877	590	223726
1862	16	4701
1861	68	15329
1894	162	90718
1847	33	9930
1862	97	33181
1854	59	9923
1856	23	5701
1866	29	9945
1858	14	3182
1865	24	7332
1855	26	7026
1847	31	7837
1855	36	7483
1854	16	5125
1863	53	13820
1853	33	7009
1897	398	108150
	387	83750
1842	16	4015
1857	43	17447
1848	23	8779
1865	15	4635
1848	15	9924
1872	316	74658
1856	14	10892
1854	15	4535
1860	24	5810
1850	19	3806
1844	16	7244
1839	77	25497
1862	126	40686
1852	52	22459
1853	105	50982
1895	68	23781
1884	163	30084
1863	178	54327
1874	112	31382
1872	162	40245
1872	367	83794
1858	183	33894
1870	359	80965
1853	207	98983
1900	360	113616
1896	16	6139
1878	109	61187
	408	88165
	419	90143
1922	310	226762
	368	84684
1856	503	187974
1895	882	436386
1840	30	11313
1857	210	41075
1850	20	7880
1846	24	5343
1870	49	13793
1858	13	1511
1854	48	19926
1846	20	8490
1858	22	6027
1840	137	31905
1854	30	9203
1858	414	107811
1839	41	13180
1845	48	13670
1850	185	38418
	322	65984
1867	113	30856
1846	481	127457
1874	408	69833
1863	103	28132
1859	44	25184
1856	91	36670
1844	26	28166
1854	316	177818
1847	33	6204
1847	63	15419
1847	127	30743
1847	133	28652
1847	97	22078
1847	101	24874
1847	136	31621
1847	121	25646
1847	113	31308
1847	176	39312
1847	101	19898
1847	112	22413
1847	144	39119
1847	200	33356
1847	172	37195
1847	165	35765
1847	265	50527
1847	237	53934
1847	209	56466
1847	239	48718
1847	248	59766
1847	256	35716
1847	312	65821
1847	345	73297
1847	350	41699
1847	340	102061
1847	301	28264
1847	327	81108
1852	15	4938
1857	18	5467
1858	9	2903
1854	12	6141
1847	345	69161
	18	5148
1860	14	4124
1868	17	7644
1847	276	70920
1859	12	3774
1873	20	10821
1870	19	4873
	15	3733
	22	6913
	35	9698
	17	5248
	67	22063
	487	132368
1856	144	45441
	398	100218
	646	212447
	934	555607
	1188	693217
	1182	763603
	256	60909
	1175	727350
	851	569238
	761	321207
	1631	953392
	888	419191
	819	371943
	932	641486
	834	447697
	787	339345
	824	399489
	874	406341
	710	307776
	859	394239
	899	419431
	831	418247
	1063	516264
	17	3330
1849	70	23552
	1013	534718
1869	14	4445
	8	1189
1858	164	48407
	48	11983
	25	5577
1869	105	14884
	51	38870
	80	25389
1873	182	22173
1834	18	4694
1863	106	38024
	116	17154
1856	156	41871
	128	22939
1854	55	56971
1840	39	6442
1869	265	58248
1840	16	6095
1834	96	31654
1867	72	125710
1833	61	22764
	376	82012
	332	76845
1863	362	184859
1866	369	150992
	401	129240
	747	169720
	313	78721
	878	228298
	602	164428
	586	142563
	381	120222
	643	190986
	993	296317
	772	244614
	1157	339266
	657	203563
	610	236807
	2226	797494
	602	255173
	2065	690328
	519	203748
	418	182089
	603	225568
	672	316502
	473	170440
	421	185337
	426	176857
	454	188447
	447	181723
	490	207624
	544	228700
	502	215922
	455	208547
	502	218463
	733	300243
	664	269859
	546	259592
	540	215460
	629	218890
1835	234	79042
1866	410	167970
	248	61491
1866	361	150772
	347	101986
	402	112742
	432	113009
	438	116078
	454	136978
	452	128149
	527	239679
	632	181367
	529	144100
	544	152624
	534	286102
	585	170036
	573	248609
	590	179684
	479	160554
	555	176343
	573	228512
	514	150044
	484	213913
	555	243622
	510	174974
	560	156462
	16	4676
	35	13669
	8	467
	12	977
	43	11749
	42	10643
	537	175686
	46	8850
	46	11722
	12	2545
	49	12245
	47	11647
	48	6810
	50	11093
	47	11432
	56	15990
	56	14970
	52	13365
	52	13095
	54	11987
	54	14144
	60	7602
	16	4385
	56	6607
	24	4559
	23	10268
	24	6287
	19	4782
	23	6682
	16	4688
	16	10602
	20	4410
	12	3524
	13	2957
	22	6960
	23	6193
1857	25	5126
1866	16	2426
	11	2472
	17	4124
	39	9459
1848	16	3524
1852	13	4035
1848	23	7371
1856	41	13060
1859	23	9884
1845	166	64446
1865	17	4538
1864	25	8901
	73	18226
1857	52	17409
1856	92	39393
	135	38834
	106	29828
1848	32	6240
1848	20	3968
1848	24	4826
1848	35	7041
1848	38	8533
1848	40	8152
1848	38	7646
1848	37	4551
1848	36	8657
1848	40	9979
	14	1947
1857	12	3323
	14	2719
	18	2457
	16	2174
1848	56	10893
	42	9177
	11	3469
	26	4906
	28	6497
	81	29394
	36	12415
	34	9581
	39	17219
	38	14492
	40	10397
	34	9042
	36	9593
	32	6951
	48	11821
	32	5832
	33	7617
	26	5393
	33	6934
	32	10572
	29	7993
	66	18363
	34	10098
	36	9962
	34	9470
1856	12	9073
	22	4240
	33	9096
	32	8952
	28	6711
1859	24	5198
	20	7682
	36	8947
1866	29	9588
	32	6687
1855	16	4788
	32	6312
1855	14	3683
1856	48	15948
1855	41	16953
1855	41	14495
1855	34	10898
1855	39	11488
1855	62	17180
1855	41	13708
1855	47	14614
1855	42	13266
1855	50	24660
1855	34	10736
1855	46	28259
1855	64	21124
	25	2884
	26	8203
	140	56623
	177	53088
	33	7530
	184	63392
	271	114872
	245	75502
	250	41859
	200	80820
	192	55678
	450	127228
1858	468	197881
	726	169043
	773	220468
1858	446	141005
1858	448	142338
1858	204	52735
1858	378	121450
1858	248	70072
1858	503	144514
1858	265	54699
1858	247	78543
1858	309	113956
1858	803	273526
1858	281	94510
1858	356	138965
1858	276	81230
1858	400	140301
1858	239	85235
1858	117	45221
	429	172239
	531	226642
	448	189138
	420	148680
	637	239011
	435	186504
	453	264921
	48	20953
	36	12250
	42	11686
	40	21195
	344	153775
	62	20156
	49	17153
	54	15771
	46	19283
	698	192794
	519	129854
	733	229529
	837	213635
	981	261397
	1088	260145
	1057	255387
	1215	301375
	1162	279743
	2382	607275
	1370	346755
	1147	291387
	81	23222
	68	26304
	74	22901
	50	16672
	57	21073
	67	23704
	57	18759
	68	22346
	73	19028
	139	45949
	65	20306
	203	78466
	273	84408
	269	115682
	419	143790
	380	111424
	396	111383
	22	7046
	14	3979
	33	17834
	51	26550
	52	14931
	33	9581
	45	18973
	40	11563
	17	5719
	14	3970
	49	15494
	165	55265
	96	47737
	181	89238
	89	28627
	116	42847
	141	48954
	148	52167
	281	92369
	286	94352
	341	131109
	123	28470
	475	132401
	195	40062
	92	17265
	207	52626
	132	37087
	182	29537
	139	42904
	128	33120
1854	70	19662
	121	29730
1867	18	5337
1875	199	61819
1842	99	26221
1867	40	9540
1867	43	13438
1867	50	10179
1867	44	18415
1867	42	10942
1867	42	8555
1867	35	10261
1867	73	13686
1867	58	22486
1872	80	55273
1852	95	45377
1854	7	1656
1859	32	6732
1842	15	6165
	52	18992
	32	12638
	43	15088
	47	22845
	35	15126
	26	17879
	52	20836
	103	41829
	60	23487
	74	27263
	78	29201
	88	33368
	57	48541
	71	45284
	21	3351
	23	7522
	94	61971
1867	12	1993
	25	6363
	233	89047
	240	126057
	54	20304
1863	43	8397
1864	16	4965
1866	20	4568
	41	10884
1853	161	57704
1853	188	78736
1859	17	4874
	66	20979
	109	10059
1876	193	43637
1843	502	447754
1841	4	1583
1843	422	389384
1839	12	2328
1844	57	22022
1839	59	22913
1857	145	45774
1843	424	398146
1853	12	2403
1850	26	7203
1859	116	34384
1872	16	4719
1860	9	4446
1859	33	21191
1867	11	4473
1863	22	7139
1871	22	6182
1839	26	8976
1853	14	2667
1856	9	2463
1870	31	11056
1849	49	17343
1840	34	9419
	52	9710
1863	17	11114
1847	51	22387
1845	17	8559
1854	34	16803
	68	17778
1843	178	114688
1852	397	159858
1857	228	38508
1847	220	48407
1844	556	251756
1851	204	53217
1874	634	168673
1841	104	15799
1854	237	56274
1857	252	100050
1861	120	37612
1856	365	61046
1845	320	62066
1872	113	135918
	300	69095
1844	260	88198
1871	240	99434
1869	63	19053
1857	685	233297
1858	571	277539
1858	544	281804
1858	517	251264
1866	581	303037
1866	557	304223
1851	312	93886
1866	614	339361
1866	589	310640
1873	282	93881
1852	182	41664
1860	336	102041
1860	369	140500
1846	109	46229
1848	277	72198
1839	274	97610
	288	52135
	291	52480
1854	79	24827
1874	141	61341
1865	17	3706
1866	21	4260
1863	17	4164
1864	264	85595
1859	32	20287
1867	32	10434
1853	8	2161
1851	36	14789
1844	13	5757
1869	51	7189
1855	53	11513
1859	30	10417
1865	77	96723
1858	13	1879
1853	32	11441
1865	16	2744
1859	37	7004
1846	11	6999
1854	40	10479
1846	32	14214
1846	30	16076
1850	605	228880
1820	412	71037
1822	316	56494
1821	110	47335
1820	123	26708
1851	92	45818
1827	222	37926
1827	230	39653
1827	212	36158
1827	235	40656
1861	396	63373
1830	513	194492
1820	24	11526
1827	23	7710
1835	36	14618
1837	41	12137
1836	49	13470
1864	508	135512
1829	240	54947
1826	844	411251
1845	3	2005
1850	4	1355
1843	27	6145
1844	4	2168
1861	104	38591
1860	11	2012
1854	3	1326
1859	10	1748
1855	3	1120
1866	13	2098
1870	13	2799
1871	9	1793
1864	87	20670
1572	1593	580079
1828	42	16157
1800	16	5480
1821	212	58175
1821	207	60623
1867	138	50729
	434	109698
1828	11	4250
1839	16	10233
1867	382	83457
1832	13	2872
1854	8	5133
1838	23	6986
1838	32	22317
1833	25	9236
1828	21	10481
1834	8	6088
1828	27	6541
1843	228	42725
1834	32	21815
1826	7	726
1830	11	4971
1826	16	5563
1857	12	3615
1826	34	12109
1822	55	17567
1835	28	7814
1836	15	2987
1872	20	6935
1834	28	6316
1830	256	75679
1822	16	6209
1824	17	5214
1838	22	9443
1823	253	111453
1856	31	13176
1874	24	11706
1834	32	11762
1823	195	85617
1820	32	9969
1825	240	91613
1838	220	66333
1833	13	3916
1832	35	8499
1838	236	68713
1822	16	4178
1831	26	7510
1829	8	3185
1825	15	5928
1856	152	30096
1824	216	54277
1864	22	3698
1833	33	10452
1828	19	8400
1827	8	3002
1833	15	2670
1853	22	5374
1874	341	102346
1840	20	4656
1821	140	84790
1821	19	3858
1847	34	12081
1856	63	20135
1840	20	4531
1857	24	9381
1836	20	1766
1865	313	76547
1870	185	44446
1851	34	11085
1829	16	6106
1846	43	12168
1820	12	3511
1827	59	14866
1855	22	3860
1862	29	11387
1849	386	96116
1849	17	7737
1850	17	6903
1875	827	415409
1822	40	8982
1825	43	13214
1851	21	6549
1824	16	4493
1828	40	10491
1869	28	15732
1831	189	80945
1822	171	38475
1851	16	5057
1832	34	9948
1833	25	7420
1836	16	8383
1864	137	52198
1859	16	5913
1832	17	4286
1869	31	8901
1835	25	4487
1828	23	6450
1863	7	1806
1854	32	14732
1824	24	4001
1851	16	6948
1836	8	5197
1821	16	4871
1821	26	7935
1868	317	88542
1831	15	7263
1827	24	5597
1860	16	5480
1831	16	5769
1844	523	175333
1859	111	98538
1859	347	164665
1857	106	61983
1839	161	70418
1847	21	5435
1842	34	13205
1861	65	35263
1864	136	23971
1855	35	8900
1823	38	10089
1838	34	18757
1841	26	4766
1859	8	3299
1857	39	7303
1860	35	9738
	7	2725
1835	104	50776
1854	699	203190
1839	12	4179
1836	15	4044
1853	40	11920
1838	103	20195
1831	12	3263
1824	22	5543
1829	30	6741
1833	7	1346
1836	13	3881
1838	28	6409
1825	173	28077
1826	107	37054
1832	12	5929
1850	18	6256
1836	21	6488
1838	13	2875
1796	45	23615
1833	463	121749
1834	455	121302
1872	157	58424
1855	193	50060
1842	127	71176
1845	98	48697
1853	336	110973
1851	239	55876
1858	409	140135
1858	124	22890
1841	451	131679
1858	200	39864
1841	524	149257
1844	297	177806
	488	169943
1858	83	9258
1855	200	36389
1858	243	100143
1839	12	3496
1868	51	19872
1858	294	73282
	295	73530
	420	140891
1860	56	14134
1853	50	18060
1841	27	5839
1851	9	4026
1839	16	3088
1863	27	9613
1844	22	8878
1847	29	8441
1861	28	8318
1849	17	5013
1844	8	5274
1870	37	13747
1849	30	9729
1868	70	19321
1870	13	5599
1866	29	6274
1865	16	5484
1850	40	17186
1860	28	8449
1848	28	9233
1868	34	13263
1842	20	5622
1845	19	6215
1839	19	5750
1842	38	12821
1850	47	14662
1840	7	1589
1842	23	5583
1843	107	26233
1833	284	166138
1853	517	237768
1865	79	30111
1842	8	2889
1858	23	7471
	336	127675
1860	368	118566
1853	186	189651
1840	226	63986
1846	95	67827
1840	63	18236
1846	373	145381
1868	18	8782
1866	54	18787
1867	33	9423
1859	187	47957
1867	17	2167
1861	17	5721
1868	35	12035
1866	15	10803
1870	49	15219
1869	97	19259
1859	20	5995
1847	60	21223
1858	97	30500
1852	42	9627
1867	37	3110
1869	23	7093
1858	39	8359
1867	34	11147
1869	62	25491
1862	8	4916
1859	16	9329
1870	16	6761
1864	12	8927
1866	8	8155
1869	15	5305
1872	24	8543
1865	28	7574
1856	32	7004
1876	39	14657
1843	40	14305
1822	8	911
1835	13	3815
1824	4	507
1836	161	21249
1823	8	549
1835	349	57270
1835	38	33721
1823	263	61544
1827	10	3427
1830	48	16557
1826	71	36567
1834	25	7414
1840	73	10038
1824	135	39758
1825	145	42099
1825	141	40622
1824	135	39954
1820	12	5980
1832	16	11397
1831	313	82307
1840	56	14524
1821	16	6275
1837	25	9343
1837	16	7420
1824	28	7841
1828	4	1413
1829	8	4072
1832	27	16965
1827	12	10283
1833	44	22189
1838	33	14748
1836	38	17084
1835	66	30256
1836	33	17255
1838	84	13644
1839	200	45980
1851	50	15149
1835	8	6276
1827	9	2278
1867	11	2540
1823	7	1618
1827	24	11400
1825	8	1919
1862	8	5547
1836	33	11136
1832	301	116720
1859	33	4578
1834	37	7655
1759	511	325115
1827	61	14300
1829	289	59607
1854	30	9261
1862	15	10635
1829	16	5922
1829	288	59512
1870	40	15884
1823	21	7704
1662	114	42663
1860	4	2493
1832	25	9776
1858	110	30353
1860	4	2323
1845	60	25153
1850	32	2049
1833	36	12345
1835	179	68847
1844	68	14108
1826	44	7711
1843	13	3703
1833	52	19598
1842	88	28827
1833	40	14109
1833	40	14124
1833	40	14082
1836	48	8321
1826	17	7233
1824	50	20174
1829	6	931
1832	12	9303
1827	16	6796
1833	8	3181
1823	45	9064
1833	328	111847
1875	12	13583
1837	52	11308
1831	82	20055
1866	266	72279
1847	50	18336
1828	9	7121
1830	13	5122
1868	32	17458
1847	7	4732
1878	58	8837
1870	16	14220
1870	225	51255
1836	16	4944
1861	52	17618
1853	30	10898
1855	55	12570
1860	23	21296
1845	71	20325
1851	20	3962
1847	47	14195
1840	105	35646
1839	218	48119
1841	167	57314
1859	200	39158
1850	192	78074
1850	175	77948
1857	113	34188
1850	255	79020
1850	267	78612
1839	166	53510
1858	333	76111
	379	119421
	477	156944
	480	156809
1852	384	107440
1860	312	119075
1872	32	11476
1856	371	143744
1867	70	16780
1871	13	8027
1867	18	5447
1852	48	17652
1840	132	35443
1851	26	9201
1853	200	54866
1847	193	53360
	393	110218
	280	165809
1863	31	15127
1840	407	125438
	123	29895
	445	126896
1839	355	107745
1855	173	45277
1840	143	35325
1859	128	45061
1839	129	24492
1839	129	29130
1848	429	118270
1848	399	115815
1841	420	163156
	422	150800
1841	412	134160
1841	416	162060
	421	163128
1840	107	28043
	404	115431
	392	154751
1840	229	66040
1847	306	27398
1872	108	21472
	626	233160
1853	116	45751
	125	30218
1889	23	9415
1850	158	30224
1861	317	66390
1833	226	49067
1881	167	95874
1852	289	107415
1864	357	65735
1831	225	65370
1846	108	29641
1833	23	6223
1846	101	31086
1830	52	8881
1823	67	48123
1838	96	29300
1847	528	132735
1846	293	100218
1867	58	37649
1619	249	26182
1828	40	11173
1821	11	3065
1825	28	4647
1821	27	7569
1830	43	15067
1871	8	5784
1857	64	28270
1826	16	6611
1832	19	8228
1852	64	9522
1834	24	6847
1854	33	10237
1836	24	24232
1829	40	23025
1830	184	37385
1823	145	24941
1852	49	16944
1842	554	204929
1863	243	56394
1853	362	94431
1860	22	4222
1864	410	123582
1826	32	10632
1842	124	38996
1822	71	31687
1826	25	8118
1820	21	6552
1838	22	8760
1832	26	10825
1861	467	85834
1835	40	17766
1830	268	75775
1829	48	5889
1844	178	126551
1828	23	7846
1830	46	18045
1869	8	2798
1825	367	113113
1840	133	155541
1663	552	159635
1829	37	10969
1836	25	8230
1831	254	54742
1822	137	36186
1833	275	95817
1848	15	3659
1853	17	4928
1823	53	23670
1868	13	2341
1854	51	12371
1858	14	4077
1828	26	8063
1826	7	2736
1834	16	8860
1860	325	124743
1823	153	26459
1858	36	10402
1832	16	1275
1831	26	3817
1847	154	157023
1847	229	47925
1820	7	1694
1860	41	6945
1823	8	2819
1833	33	10177
1838	16	4526
1857	48	13815
1868	65	9007
1765	34	1996
1841	24	14087
1830	86	14591
1870	33	6827
1866	176	39961
1825	34	12496
1832	16	19485
1820	30	9487
1860	21	8011
1851	317	33069
1830	24	9344
1855	16	11719
1834	42	20674
1858	7	5678
1856	12	12240
1862	23	22184
1825	16	6824
1865	17	6316
1861	336	92456
1825	16	6792
1868	84	19947
1790	43	14607
1855	20	6238
1870	186	62022
1832	16	3373
1864	18	16533
1860	8	4886
1820	23	5420
1844	432	169934
1850	95	15083
1855	55	15456
1840	420	150263
1870	94	32901
1848	38	8124
1825	14	5200
1850	18	3891
1836	41	23153
1869	48	15056
1857	31	7459
1833	130	22649
1833	152	26647
1835	129	22380
1855	22	7455
1836	93	8690
1850	15	9514
1851	393	125267
1835	58	17660
1865	18	5557
1823	271	64630
1821	75	14026
1847	452	125990
1870	13	3080
1847	477	134799
1767	165	23061
1825	36	11063
1873	80	9278
1836	366	77663
1829	298	88740
1841	78	11940
1837	24	33374
1869	52	13943
1838	119	23850
1831	339	126637
1829	300	89717
1829	48	9190
1852	22	5049
1832	28	11735
1849	107	12592
1837	16	3694
1830	209	60311
1835	40	23335
1843	24	6408
1830	258	72334
1837	11	2219
1838	12	2203
1834	17	11136
1836	36	13968
1835	16	6279
1836	13	3578
1831	16	6132
1868	23	8824
1838	12	3735
1853	16	4847
1820	19	7791
1859	158	24226
1855	42	27503
1824	26	9682
1830	16	6410
1850	20	8885
1860	12	4601
1853	12	3607
1826	16	7312
1859	240	54819
1839	264	111057
1833	224	56983
1864	117	31546
1866	228	70518
1833	269	70811
1862	163	26978
1838	56	19367
1864	56	6556
1863	224	50025
1820	50	15890
1850	302	64068
1863	272	64025
1860	76	160898
1830	50	5086
1825	59	8389
1848	16	10115
1858	36	8550
1835	15	4778
1865	28	11118
1841	74	27542
1852	51	7968
1831	282	165687
	625	232667
	540	287082
1867	370	111255
1866	426	112567
	556	307821
	655	220410
1894	472	169732
1871	435	96879
	301	61800
	132	30588
	505	168895
1873	333	120951
1858	40	6927
1841	10	1530
1871	15	7684
1842	12	1848
1857	17	4578
1850	29	8074
1866	54	28129
1848	16	16817
1863	21	4564
1855	51	20999
1846	24	5781
1856	22	5859
1868	311	145790
1872	32	7057
1846	27	11593
1843	35	10213
1866	43	16248
1860	25	6769
1856	22	9796
1868	33	16295
1856	17	4827
1867	20	4586
1849	15	3851
1856	32	12007
1860	18	3814
1862	16	8156
1844	25	5289
1864	38	37704
1839	213	32984
1862	25	7627
1861	17	4523
1849	158	59579
1872	254	28611
	462	247520
1844	375	115707
	844	533319
	790	492996
	809	491510
	853	500647
	717	453416
	656	391354
	795	489106
	835	488778
1840	15	3881
1841	47	11826
1842	64	28784
	1034	477863
1870	48	12977
1848	131	15217
1855	73	19742
1832	17	4613
1853	66	15989
1838	162	26326
1845	156	19664
1842	48	81707
1825	286	106492
1833	104	46116
1835	23	10361
1825	72	25642
1851	64	27232
1825	66	22392
1864	1	1296
1870	2	1929
1854	8	5084
1868	2	2950
1868	2	2782
1866	4	4502
1846	48	16846
1837	66	30789
1862	2	2993
1865	4	5232
1847	12	2806
1867	4	5906
1869	2	1980
1870	76	19646
1849	37	18152
1833	26	9733
1867	10	2126
1830	20	6956
1830	35	9258
1831	380	146427
1829	30	9424
1843	40	9290
1846	85	41076
1866	140	38601
1882	369	132081
1844	124	31992
1849	58	40328
1853	31	7206
1850	108	31294
1847	106	29757
1829	45	10227
1843	125	32869
1855	17	18091
1861	19	4677
1890	114	37284
1858	83	20372
1839	26	5649
1848	265	55331
1875	42	11101
1859	163	24086
1868	323	96420
1860	92	78893
1923	28	4302
1859	25	9248
1828	257	75043
1826	6	1357
1821	184	31511
1850	483	163688
1869	70	16176
1847	199	91635
1865	163	43576
1838	24	6501
1829	22	9726
1868	19	5181
1830	121	27994
1836	206	63839
1836	206	66179
1829	55	15352
1840	95	21520
1830	87	19692
1886	30	13468
1839	70	13304
1887	26	11663
1833	310	91651
1859	24	7004
1843	304	80151
1836	312	120272
1835	26	7577
1832	16	5474
1834	38	7051
1836	414	109020
1838	96	50774
1836	343	133041
1838	31	13830
1829	183	70187
1829	198	75478
1825	249	67736
1825	299	81551
1832	11	5000
1835	196	46919
1828	17	7327
1834	24	4722
1840	8	2858
1829	127	18161
1833	84	31460
1833	37	12971
	14	3612
1850	29	9826
1874	34	14315
1874	56	21676
1854	16	4175
1848	24	7518
1852	44	15551
1864	67	30578
1856	38	25547
1869	44	21746
1844	36	16596
1862	30	13534
1842	27	9220
1841	66	62725
1848	44	16914
1846	47	18584
1862	46	19406
1854	25	8407
1848	98	42205
1851	16	14483
1847	64	29366
1854	23	6317
1853	57	32242
1871	39	15350
	140	26966
1865	39	16676
	342	71962
1841	280	162894
1841	338	111694
1841	311	101515
1842	311	101694
1873	256	93036
1842	341	112189
	432	193795
1842	384	127314
1853	431	132539
	437	194606
1853	269	71708
	542	198762
	485	174132
	574	201794
	548	190267
	554	194567
	668	238830
	417	142619
1869	208	66973
	266	103277
	320	75454
1852	674	356890
1847	254	55882
1876	654	348447
1853	357	59805
1886	493	154156
	591	187787
	556	308654
	535	286610
1840	23	24785
1836	210	32966
1867	8	6063
1850	68	47379
1847	38	18112
1869	77	23877
1865	45	12986
1864	23	5020
	28	2297
1866	57	30998
1858	31	12481
1853	23	5574
1865	16	5089
1844	32	30465
1864	24	4014
1870	15	12389
1839	36	11855
1848	33	8913
1846	30	6060
1865	13	3571
1854	38	6745
1843	23	6436
1848	17	3109
1860	42	12505
1865	35	13511
1852	55	15954
1865	33	8938
1868	49	12898
1844	43	7169
1845	31	11147
1858	83	21342
1848	105	38308
1853	123	17430
1872	21	4830
1846	44	16098
1864	16	3407
1843	15	8959
1843	26	9036
1841	27	9557
1831	28	10968
1845	38	342
1835	22	8850
1825	15	6621
1859	8	2117
1837	16	4078
1849	9	1784
1851	12	2290
1850	9	1774
1858	8	1908
1849	8	1894
1837	6	1995
1852	8	2287
1853	9	1076
1828	527	197944
1828	553	213502
1856	14	3301
1854	12	2079
1855	12	1955
1857	11	2378
1862	8	1734
1859	11	1963
1857	11	2130
1863	8	1437
1866	8	1055
1868	8	965
1865	9	1498
1864	11	3028
1833	29	14560
1833	28	5659
1861	9	1201
1821	23	2561
1886	37	4760
1874	39	5392
1893	44	5860
1915	51	8974
1836	18	7295
1835	15	6161
1839	8	4346
1837	28	10472
1903	45	5664
1832	16	2698
1838	12	5614
1855	67	13569
1834	36	14139
1837	32	12769
1868	131	41073
1833	17	6225
1835	31	10183
1840	20	6613
1845	18	6509
1838	19	6632
1847	23	7608
1846	17	5281
1844	33	12952
1839	28	7019
1851	34	9922
1848	24	6883
1853	37	11766
1856	67	18396
1852	36	12035
1850	48	14480
1858	42	11380
1855	42	10401
1860	49	12657
1854	42	17140
1862	50	13888
1859	41	9913
1857	52	11061
1861	50	12294
1864	67	14520
1863	51	9760
1877	16	4882
1866	45	8020
1867	44	8327
1876	41	7119
1865	50	10042
1824	8	3793
1828	8	2976
1827	12	4058
1825	11	4376
1826	8	4458
1831	8	3480
1861	30	6691
1827	20	3546
1829	8	3142
1830	44	9965
1829	19	3200
1826	9	3390
1847	74	12434
1827	12	4014
1829	35	8912
1827	15	3750
1827	18	5418
1855	71	12316
1820	48	9369
1827	16	4889
1857	73	12180
1825	96	39984
1824	58	21251
1827	8	1954
1845	32	7190
1836	7	2164
1846	17	4857
1848	25	8017
1847	21	7331
1850	36	10840
1844	14	3896
1852	31	8101
1851	39	10693
1849	33	8561
1854	42	11204
1853	48	11937
1856	37	8785
1843	14	3975
1870	26	7086
1827	36	13968
1829	19	4899
1824	8	3180
1825	90	28328
1823	109	36272
1820	46	12987
1824	85	27738
1826	71	23038
1822	90	23895
1827	98	38101
1821	66	24224
1832	185	63261
1836	136	41928
1831	203	75758
1835	119	35445
1837	116	33366
1824	36	8861
1825	29	8177
1838	220	72040
1826	38	9676
1850	22	6424
1854	17	3624
1839	180	52365
1827	37	9970
1858	28	6797
1840	44	10199
1828	37	9873
1828	380	114297
1836	28	5158
1828	39	10088
1830	348	73004
1829	748	143457
1831	325	68534
1832	414	102933
1830	31	7213
1833	16	3461
1838	12	3284
1821	39	9988
1851	8	3025
1821	354	74137
1832	17	4302
1826	105	36509
1841	96	18797
1836	26	8572
1831	13	2455
1838	24	7756
1861	16	3364
1867	49	6694
1764	640	314865
1855	30	9003
1764	635	299600
1867	226	36344
1879	360	90836
1787	447	94616
1787	480	100088
1841	15	4618
1849	213	57482
1822	16	6305
1845	31	10657
1832	81	29705
1850	32	7774
1854	223	52275
1871	304	88313
1826	314	113920
1869	14	9031
1854	8	9723
1853	12	6003
1831	55	23319
1865	76	10992
1833	51	22372
1847	32	12617
1883	78	7204
1836	33	10287
1838	32	13370
1849	87	29696
1837	28	9930
1839	109	47621
1855	327	69254
1854	328	68832
1851	332	64967
1865	9	1700
1831	187	44492
1832	353	151878
1827	16	5188
1825	4	1154
1824	14	3241
1831	51	14238
1851	610	227598
1851	583	220460
1871	25	8360
1864	20	8186
1857	32	13665
1865	45	16122
1873	14	2969
1859	16	7706
1872	27	7023
1856	20	11639
1856	19	4250
1857	21	9984
1839	99	16638
1876	81	22944
1839	280	80975
1868	46	21174
1852	39	12974
1846	12	8689
1852	25	6064
1840	32	30129
1861	26	8124
1853	31	10521
1856	34	11666
1859	23	11039
1848	12	3415
1847	43	18965
1870	37	11113
1852	24	3705
1866	24	13536
1866	17	4425
1856	36	13323
1843	24	7156
1871	44	14983
1862	106	42903
1854	41	8459
1860	352	111013
1863	311	122440
1854	34	16276
1830	234	49368
	293	70490
1838	452	126652
1830	273	86235
1830	233	49180
1830	14	3900
1830	109	25419
1830	36	10142
1830	234	49141
1830	86	9493
1830	35	16123
1830	36	12624
1830	26	8421
1831	23	3672
1831	26	6076
1831	88	38271
1830	60	17248
1831	18	2824
1831	45	12353
