year	pages	words
1737	124	28855
1721	761	350597
1721	816	439846
1721	780	400226
1763	32	8370
1769	27	5636
	48	13164
1724	108	28110
1725	96	19453
1729	142	33547
1790	376	96686
1795	131	18071
1790	340	80401
	243	73943
1792	533	142238
1792	486	205306
1796	80	11084
1781	390	137688
	43	14369
	12	2979
1792	553	175295
	160	59779
	213	79369
1770	24	8098
	12	3325
	40	13763
	83	23128
	16	3623
1794	79	23799
	144	27588
	24	8534
1732	444	80536
	48	12276
	43	11725
1745	11	5475
1798	286	73887
	80	28150
1799	7	1354
1800	8	1633
1745	19	7910
1746	227	35378
1773	64	20757
1715	48	16675
1750	13	3688
	3	581
	30	11051
	23	6642
1774	31	6792
	41	11076
1798	108	17055
1781	303	62805
1709	144	46398
1795	383	135456
1744	232	37418
	300	77182
	309	77109
1793	186	57547
1797	333	137482
	299	106566
	14	3736
1740	31	8270
	225	136107
1717	312	58871
	178	57689
1795	100	15377
	19	6156
1701	96	18954
	28	5998
1793	120	40664
	132	17164
1731	25	4949
1762	337	119013
1796	47	10777
	24	4903
1715	30	6110
1722	36	10734
1752	159	57036
	169	50452
	29	8356
1721	256	62501
1719	16	4930
1738	22	4607
1705	41	7289
	15	3543
1725	80	17875
	108	17091
	7	1518
1743	62	21000
1727	26	6778
1725	15	3290
	24	6372
1714	40	12099
1735	31	7700
	8	2648
1735	60	17899
1751	35	6957
	24	5687
1736	32	5398
1743	52	13647
	48	16767
1758	25	8073
	153	41605
1725	97	58253
1725	45	12158
1727	25	6371
	22	4287
	32	10282
	10	2939
	16	5471
1743	88	22797
	16	4521
	38	12551
	36	9192
	12	4765
1725	29	7881
1724	27	7191
1724	26	6435
1744	31	7054
	257	107480
1724	38	9842
1746	14	3577
	24	5666
	271	93794
	8	1817
	50	12299
	4	2115
1725	16	3287
1748	30	7524
	15	2783
	70	18243
1731	31	9071
1703	32	13575
1741	24	6656
1742	16	4721
1731	115	25681
1720	97	14121
1744	24	8814
1786	374	81342
	36	8162
1741	27	7780
1768	43	12545
1781	122	22906
1708	116	26258
1791	218	51264
1795	382	143354
1756	529	169762
1795	504	196158
1714	311	166820
	479	162619
1763	289	102645
1799	447	158689
	513	175121
1795	151	37624
1707	118	12613
1727	193	44966
1703	169	30287
1793	121	29800
1776	156	19005
1761	387	163885
1761	417	176748
1761	416	173872
1723	428	146285
1759	418	143572
1714	47	17750
1764	55	16409
1737	432	165493
1761	436	180567
1786	156	45327
1754	173	56778
1765	129	57818
1731	754	393136
1797	580	149773
1790	368	107702
1797	581	148918
1797	623	152450
1797	662	165099
1797	268	59055
1797	630	162239
	8	2204
	4	1499
	1	119
1775	272	49520
1752	359	112954
	8	608
1797	555	138290
1771	214	38890
1793	279	31556
1789	49	6605
1770	327	107239
1770	359	116775
	212	26506
1770	355	112273
	204	26131
1776	71	11669
1775	243	48177
	210	63625
1793	285	31953
1795	95	18149
1770	9	695
1795	90	22804
1770	86	17327
1770	56	6954
1792	277	50988
1770	338	109696
1785	207	48638
	220	31151
	179	24635
	208	28392
1763	40	6226
	204	28064
1782	55	6206
1785	238	53176
	4	704
1800	276	33321
1737	16	4571
1771	252	25817
1726	32	7854
1776	465	86076
1784	228	30364
1736	362	92577
1736	478	127787
1795	87	13156
1736	432	127561
1736	356	87429
1736	359	86741
1734	40	8797
	92	5085
1736	400	112922
1736	424	114007
1787	25	2870
1736	395	100115
1795	99	19968
1736	360	86437
1709	39	4701
	30	3086
	71	16815
1736	405	114073
	29	851
1795	64	5823
1783	107	30238
1722	202	36697
1771	280	47665
1710	24	4702
1771	256	38852
1773	300	80989
1771	268	42721
1724	407	125992
1784	524	86042
1784	399	67103
1771	326	50436
1784	441	76534
1784	276	48218
1784	475	81251
1709	80	15694
1741	109	16660
1771	265	44687
1800	74	22404
1795	225	81587
	134	35921
	16	5472
	84	27937
	32	10098
1798	40	11376
1797	103	14988
	104	21507
1757	448	134543
	92	41713
1707	165	25225
	18	3979
1783	32	3282
	20	5937
	30	2777
1796	338	55657
1761	143	37887
	96	13539
	96	7631
	32	8933
1726	31	9688
1744	4	533
	8	1570
	51	12380
	32	4380
1798	198	65967
1764	12	2210
	38	6489
	16	3782
1780	32	9126
	10	843
1800	40	11075
	72	14610
	36	11861
1786	69	9636
	119	21688
1784	36	12213
	8	751
1765	96	25393
1789	24	2972
	48	17917
	130	22962
1800	84	23412
1796	47	9422
1711	16	3230
	27	4321
	45	4990
1800	68	22680
1760	304	77493
1760	325	83724
	72	15700
	79	16030
	86	15333
1753	81	27285
1797	375	130258
1760	322	79158
1794	246	109135
1760	396	100888
	54	15204
	309	97616
	194	40886
	25	7013
	99	20925
	208	55492
	15	3820
	8	3603
1796	24	6341
1794	122	34448
	14	2213
1798	228	82342
1709	8	870
1799	228	81263
	179	47519
	28	4271
1773	33	6987
1709	16	3198
	324	71515
1774	153	33565
1789	101	39538
1742	63	10263
1776	140	28501
	292	68890
1725	167	17265
1744	51	9513
	35	6325
	36	6150
1742	63	10793
1742	57	9973
1742	59	10543
1743	52	9405
1743	63	11468
1744	51	9718
	446	161132
	481	179398
1800	71	16201
1722	75	13430
1787	48	13975
1800	69	16521
1723	93	16688
	13	4502
1800	87	22637
1799	306	41604
1799	296	40921
1799	328	48839
	258	53660
1748	111	16875
1753	95	12161
	288	60751
	322	67274
1800	87	22772
1753	63	10322
	270	57701
1760	63	10237
1717	24	1992
	209	41600
1800	105	26621
1800	71	17715
1728	338	46573
1701	445	102420
1748	94	15660
1790	181	21391
1795	558	157555
1795	578	161579
1773	16	3635
1763	206	29724
1790	184	23255
1800	95	23254
1763	243	34455
1759	60	16725
1779	253	75228
1759	74	19978
1778	84	9278
1748	68	17145
1704	32	9701
1736	67	19511
1731	104	36217
1765	167	43029
1769	172	26704
1786	361	96647
1752	36	7540
1749	108	15431
1752	82	15383
1789	228	54293
1738	169	36787
1791	288	80857
1731	223	56075
1788	32	8891
1772	332	88114
1795	204	42774
1743	95	21967
1789	255	75994
1776	65	18723
1755	360	93579
1728	120	29390
1795	92	24727
1790	181	42485
1756	129	31192
1751	145	40734
1789	61	14955
1755	342	90324
1764	73	19153
	8	1608
1710	8	1150
1755	389	103825
1722	67	17692
1755	435	126193
1725	16	2354
1738	355	77855
1765	299	95022
1766	207	39287
1765	413	115229
1795	20	2263
1768	9	1998
1743	4	879
1756	10	1134
	148	42719
1767	343	75448
1800	306	77601
1747	72	14169
1785	71	6921
1783	20	2910
1800	301	86021
1800	310	67448
1758	44	9337
1781	375	213294
	8	2633
1735	47	9564
1800	311	89360
1800	290	72076
1759	138	31471
1800	320	95384
	161	20970
1800	326	96756
1759	262	51120
1800	294	85781
	1	70
1777	1	1164
1800	283	76676
	1	233
	1	234
1776	371	78759
	8	610
1774	1	69
1754	170	41534
1751	168	28183
1759	253	50937
	1	776
1768	78	25932
	267	50836
1785	263	44217
1772	237	32089
1762	324	45303
1785	289	101165
1785	304	110904
1785	314	104998
1785	324	105646
1785	326	121697
1772	252	28425
1785	288	101167
1785	336	127837
1785	292	108009
1728	47	11162
1787	42	12560
1713	94	15125
1797	39	23130
1773	40	20152
	240	49171
	56	16693
1724	40	12306
	22	6196
1721	48	10860
1706	44	7415
	20	4744
1745	40	7509
	108	23724
1742	61	13996
1796	91	12953
	42	17679
1721	144	31875
1720	146	54561
1796	148	33580
	187	27807
1787	72	22769
1781	24	4339
	310	85500
1793	32	10327
1794	25	9373
1764	303	83951
1797	158	60601
	212	61754
1787	194	59270
1781	23	9681
1716	294	63562
1713	114	22975
1741	269	81381
	213	51533
1761	24	6120
	213	57738
	283	106454
1777	512	108942
1771	386	73081
1724	432	134541
1787	434	326039
1787	400	299572
1724	91	23578
	100	34292
	207	49738
	251	46032
1729	227	31113
	143	28159
	352	99357
1778	315	88736
	4	1497
1778	262	40575
	144	41232
	215	27502
	4	1212
1789	321	116392
1746	31	8391
1778	372	105175
	45	9647
	712	322315
1769	327	80855
	498	378818
1775	108	22109
	182	34183
	655	561223
1769	183	30425
	51	8804
1750	303	32086
1785	92	16622
1752	238	69884
1784	287	42630
1767	364	82627
1795	34	8572
	32	7711
1751	42	6602
1797	118	31316
1794	252	69466
1733	95	31141
1788	144	13544
1794	276	77219
	528	447205
1764	36	4426
	8	5327
	8	2226
1782	297	83095
	517	409872
1741	42	6107
1792	24	8220
1794	189	24227
	89	24658
1786	262	69276
	834	622668
1788	185	23017
1800	108	20017
	1	1553
1788	194	24444
1794	241	51852
1800	92	16348
1794	156	17770
1783	932	745006
1776	125	13044
1739	105	23055
1792	340	122669
1792	320	109568
1792	405	81553
1792	381	139708
1762	635	306429
	132	20124
1771	226	24996
	132	20216
1771	224	24402
1771	215	21752
	409	94307
1771	225	25616
1781	110	11122
1757	489	169740
1745	34	8893
1777	49	10298
1742	55	20127
	40	10643
1752	228	33456
1796	119	38326
	15	1717
1742	22	6883
1741	28	8997
	52	16235
1738	28	5558
	32	12465
1740	51	18624
1747	80	34144
1713	102	27150
1734	77	20423
1766	7	1124
1713	54	18388
1725	16	5787
1723	31	7312
1774	94	17040
1764	8	2054
1754	48	16245
	28	7540
1777	105	18806
1732	32	8305
1745	24	6346
1744	8	1611
1776	75	12894
1723	39	10895
1767	99	18759
1782	84	14447
1741	36	10031
1715	16	4424
1726	44	10250
1735	67	15926
	30	6936
1726	44	9851
	7	1522
1741	16	4815
1725	22	5231
1733	17	4726
1731	12	3589
	16	3408
1725	68	16687
1721	23	6426
1729	32	7752
	40	14207
	38	9642
	15	4128
1725	47	16265
1725	109	26521
1731	24	5713
	23	5415
1722	27	8325
1742	15	2818
1729	32	7879
	40	11203
	12	5321
	3	801
1741	71	14837
	19	4761
1719	31	7721
	22	4865
1749	10	3733
1738	23	6553
1733	91	24220
1703	11	3047
	110	21229
	46	13562
1794	45	13001
1723	83	10048
1765	24	8099
	15	4371
	32	8813
1731	22	7991
	12	927
1750	68	19420
	16	3916
	132	41097
1756	98	25176
1765	108	26555
	20	4320
1795	336	92232
	355	131729
	15	4079
	14	3885
1796	554	192539
1750	430	137425
	599	243039
1702	200	48890
1735	1016	416190
1751	653	526482
1751	767	559541
1751	733	582063
	79	9542
1774	69	20391
1772	39	7718
	56	10344
1800	362	84759
	8	1576
1800	302	69562
1774	79	24388
1757	80	19245
1774	87	26728
1797	104	17881
1757	45	8590
1749	58	8739
1749	94	22943
1757	87	20836
1757	51	11546
1715	48	7341
1716	48	6759
1769	239	29481
1799	121	17135
1726	67	10055
1790	43	13767
	24	3680
1777	385	94329
1784	96	22875
	60	10943
	8	1199
	8	900
	24	3779
	24	3917
	24	3361
	24	3170
	24	3772
	24	5378
	24	3770
	24	3514
	24	3525
1769	254	31565
	24	3760
	24	4535
1730	414	379217
	24	3783
	24	3620
	24	2853
1764	129	30125
1764	127	29414
1784	255	78943
1759	145	38618
	287	77533
1784	300	99431
1772	108	26572
1794	167	15815
1787	235	24809
1788	408	164011
1787	225	63721
1784	244	78146
1730	612	619936
1787	221	75080
1784	329	106428
1785	376	134463
1799	13	1164
1797	310	104729
1787	208	22070
1733	433	114167
1787	197	68125
1787	226	73313
1797	320	124256
1797	341	123597
1797	336	127953
1758	18	2701
	578	350941
1792	263	40512
	376	99868
1797	328	124957
1797	292	111035
1797	307	113696
1797	292	110105
1783	472	179477
1797	286	105203
1789	153	26418
	24	3157
1786	72	21929
1777	168	14025
1767	61	17288
1791	271	53827
1792	338	98212
1800	295	48785
	361	67756
1737	12	3426
	225	42543
1783	313	80618
1767	328	120744
1767	294	107914
1767	287	96956
1767	292	107362
1767	308	106688
1757	421	120322
1767	339	129743
1757	443	125015
1767	312	116929
1767	328	117631
1757	408	117431
1757	471	139123
1757	432	128732
1757	467	130571
1792	1006	730300
1741	157	44520
1757	420	112855
1773	352	64135
1757	425	119902
1768	96	26942
1718	274	71410
1777	414	138955
1703	16	2600
1727	31	4638
1728	84	24560
1772	454	172775
1772	410	161467
1772	402	161327
1772	435	177311
1772	414	168101
1772	422	170151
1772	467	175410
	463	95145
	440	87568
1772	425	168766
	449	94053
1772	413	153385
1774	344	111366
	443	87294
1774	353	111775
1774	341	111333
1772	443	176406
1798	618	240470
1758	582	508659
1775	104	8398
1798	484	154214
1798	622	210721
1755	271	56168
	2	442
1798	603	181702
	66	13329
1769	15	1689
1755	276	61753
1798	643	226782
1798	681	255643
1732	72	16317
	1	564
1776	587	154989
1776	714	159191
1725	81	23864
1712	16	3643
1743	109	33940
	1	789
1798	184	52152
	68	11914
1795	370	105772
1790	287	42322
1760	23	6070
1776	561	123721
1743	104	16673
1799	64	8234
1735	391	99707
1799	180	40909
	24	5279
1770	25	3825
1773	167	42806
1766	334	71453
	20	4925
1737	496	287812
1718	226	37835
1785	333	89470
1718	160	25560
	59	15251
1741	238	51572
1783	24	3769
	304	93751
	306	91460
	291	88142
1765	71	19976
1774	20	3043
1756	35	8332
1791	211	65160
1741	240	43505
	294	90349
1788	96	18554
	57	13155
1767	82	26135
1763	47	7617
1743	39	6079
1708	22	4479
1749	25	5401
	8	1509
1781	24	7313
1731	8	1413
1740	40	5033
1772	120	33777
1774	23	2231
1716	55	11990
1774	48	9170
1752	8	746
1764	311	52483
1794	36	7152
1787	18	10442
1787	16	1945
1796	28	4013
1758	24	5152
1797	35	6176
1771	35	7120
1758	27	6598
1718	447	141603
	217	34736
1753	92	12488
1767	19	2576
1776	57	15041
1715	32	6235
1780	305	108544
1755	37	5161
1761	24	2481
1743	24	6235
1791	15	1595
1701	16	3383
	187	75655
	36	10683
1777	42	12315
	8	1289
1730	15	2384
1733	6	945
1757	22	3841
	1	195
1795	8	735
1734	4	819
	2	167
1777	13	1859
1731	85	20338
	8	1334
1717	45	8279
1787	6	1779
1792	90	62488
1708	24	7778
1707	23	3304
1739	62	13048
	4	1141
1794	26	7834
1725	16	2303
	4	477
1749	11	1832
1758	136	10987
1776	30	6939
	132	61003
	75	9393
1798	348	56339
1798	368	57782
	8	808
1798	144	23239
1800	60	14702
	62	10398
1714	23	2785
	17	5564
1778	195	32622
	157	49382
	24	5189
	308	77292
	31	10065
1797	15	1525
1796	15	1909
	11	1208
	4	1408
1764	128	21814
1782	265	106988
1788	16	6002
1756	29	3545
	255	79699
1768	14	2102
1768	72	13246
1779	60	7908
1796	17	3587
1755	217	34777
1792	8	1002
1758	116	28626
	13	2717
1771	303	44353
1791	319	68513
1741	381	66041
1759	142	31681
1754	258	45724
	32	9930
1778	37	3892
1791	219	46252
	277	74577
1784	374	210949
1800	60	13662
1723	56	11377
	193	47628
	32	7451
	16	3069
	84	19271
	30	6400
	79	16539
1736	27	5136
	45	6264
1800	16	1864
	41	20003
1791	33	5556
	46	16084
	88	12328
1767	68	19014
1795	43	10821
1795	56	15360
1752	155	43307
	16	3806
1798	30	2471
	33	1692
1789	66	9818
	96	12886
1795	98	13821
	60	15141
1798	68	9170
1798	64	12889
1800	36	5780
1797	72	10260
1733	8	1002
1776	72	10590
1798	303	41172
1796	135	32818
	15	2757
1793	34	6423
	34	6355
	363	87531
	97	21497
	387	130974
1757	312	101500
1791	336	68192
	231	99657
1792	33	6094
1800	176	40250
	28	4633
1752	237	45011
1797	191	34878
1751	296	65456
1797	72	8845
	12	3913
	32	12659
1784	194	39762
	113	33927
1768	200	75833
1799	20	2665
1767	238	28666
1790	312	57900
	216	65147
1780	623	301545
1723	132	25852
1710	200	63559
1794	411	177152
1775	31	6553
1773	20	3888
	80	13468
1794	358	150931
	4	3069
1713	169	48153
	33	7730
1702	3	2483
1774	16	6477
	3	1345
1794	575	246572
1719	28	5650
1701	4	1256
1757	41	15045
	3	1820
1796	68	12822
	20	4306
	4	1700
1796	40	8067
1770	47	13925
1775	95	21532
1789	40	6129
1745	15	3802
1745	24	5965
1775	29	4061
1788	29	4052
1770	87	17107
1745	20	3753
1745	16	4446
1745	16	4980
1755	23	4475
1747	23	4044
1754	15	4081
1746	29	4338
1745	23	4338
1745	28	6563
1747	20	4284
1751	20	5238
1751	28	13507
1746	34	10884
1748	20	2733
1756	22	4676
1753	20	4259
1751	26	6187
1754	19	3560
1756	20	5005
1756	24	5722
1792	610	236967
1792	526	209820
	24	6325
1792	590	236291
1792	635	253946
1795	71	23248
1770	207	33570
	194	66312
1787	403	151626
1797	501	165469
	12	1383
	60	16747
	16	4450
1793	222	25969
	24	11176
1789	80	14740
	97	21913
1796	36	10527
	8	2374
1744	34	7335
	28	3501
1756	375	47118
1793	235	86077
1756	212	28858
1756	219	28471
1762	295	61331
1781	269	73853
1796	95	23107
	112	25598
1797	115	27952
	48	11540
1756	194	26670
1756	154	20410
1799	269	66189
1793	210	18769
	259	52826
	46	9913
1756	131	17007
	24	3549
1793	208	20088
1797	239	91228
1784	40	9042
	216	51950
	226	36591
1770	146	39543
	236	33973
1798	252	66101
1788	309	96398
	204	79943
	7	1342
1788	311	92085
1799	8	1403
1774	38	5674
	71	16995
1798	96	24637
	151	34925
1798	108	35612
	140	42737
	120	26567
1799	182	119910
1725	287	95461
	52	17257
1777	72	19418
1799	60	16623
1713	189	56110
1719	281	120753
	119	28565
1793	63	11722
1800	430	121018
1719	270	106742
1755	24	3379
1796	112	21451
1764	226	55653
1792	270	68326
1800	131	37169
	55	19492
1730	157	34366
1800	424	127402
1799	319	109343
1800	231	61525
1798	60	14046
1797	215	67934
1793	332	95542
	368	98848
1795	14	2231
	325	121270
	68	16360
1797	199	43676
1795	253	45320
	341	96538
1792	135	32920
1701	60	15739
1796	106	20221
1797	244	70610
1782	96	22587
1796	273	47690
	71	10323
1797	52	12443
	24	2883
	240	97399
	128	66913
1793	216	36635
1791	103	32009
	71	6545
	124	20372
	208	71375
	106	23320
1785	162	36244
1793	18	1499
	18	6953
1758	103	23408
	119	19681
1798	29	2385
	102	22793
1798	36	7702
1773	453	147975
1792	36	6514
1771	67	9416
1798	155	10032
	128	22023
1799	144	36935
	62	17147
1732	656	273861
1798	65	9743
1797	72	12993
1761	83	26853
1781	192	44516
	106	41779
	16	4510
	33	7330
1760	72	19677
1799	60	8592
	60	8578
1759	986	731798
1749	61	21716
	127	14183
1723	38	5889
	136	57739
1794	43	7505
1799	49	14422
	138	59398
1793	40	18259
1744	33	4364
1792	23	3162
	32	5297
1784	62	13098
1771	52	8969
1785	223	43578
1800	19	3494
1785	267	50518
	244	81532
	26	3533
	2	859
	64	11299
	263	85387
	70	7098
1778	145	29324
1776	13	808
1778	193	38945
	54	8814
	95	17243
1779	74	10281
1794	230	25849
1799	181	19329
1798	181	20461
1798	234	31087
1799	129	11701
1799	226	31054
1798	145	30990
1768	240	32775
1782	288	55668
1780	50	9918
1780	48	6429
1782	312	65182
1768	268	36235
	153	19529
1800	288	53848
	144	19743
	128	19626
	173	26945
	135	20322
	125	18660
1764	336	87666
	337	73983
1769	396	77377
1765	336	84916
	301	66897
1755	296	63875
1800	144	26381
1771	280	82859
1800	301	55821
1771	289	86548
1755	314	72190
1744	31	3789
1755	323	78170
1742	46	6312
1755	182	51613
1771	292	89935
1799	16	4349
1714	49	5996
1771	273	80748
1719	382	115938
1742	34	4497
1791	66	8920
1790	463	383484
1789	93	17274
1790	392	126353
1793	71	13763
1765	356	52840
1783	231	49710
1750	55	16350
1765	358	58226
1703	29	2907
	24	3099
	371	126807
1796	295	49745
1734	56	6539
1704	60	7902
1763	207	29012
1719	259	65266
1728	84	24471
1780	264	41965
1759	71	20251
1763	223	33432
1795	95	27429
1790	474	416052
1748	48	14690
1795	268	51094
1732	76	22214
1767	194	42745
1790	227	50241
1744	191	51831
	36	10422
1745	17	4513
1791	35	10081
1784	96	22859
1764	30	10317
1800	369	103772
1702	190	30275
1769	181	35689
1747	13	3827
1739	20	3975
1781	162	33770
1760	48	15218
1796	289	69352
1774	23	4127
	494	86537
1733	36	11694
1795	38	10100
1794	28	8255
1784	16	3684
1784	62	9411
1779	25	4018
	12	1875
	20	3828
1798	31	6132
	16	3201
	8	1311
1707	8	2883
1735	1	52
1792	224	51880
1703	8	2014
1765	256	99289
1756	41	18297
1713	48	9397
	28	9406
1756	16	2847
1753	143	26296
1783	8	2214
1756	32	10136
1783	46	8142
1746	348	135815
1755	59	13170
1775	163	32141
1712	93	33158
1780	72	21032
1779	232	29659
1718	24	1620
1788	192	46751
1779	209	26022
1762	32	4642
1761	40	5998
1798	7	488
1795	16	1026
	16	5124
1773	281	62456
1773	266	59828
1758	388	67931
1777	353	169314
	25	8149
1773	292	53185
1777	55	645
1770	149	16733
	92	5906
1776	127	14417
	110	13268
1760	359	56797
	159	29566
1786	125	21672
1780	247	41345
1766	309	78591
	287	47953
1780	323	56500
1784	175	29221
1780	272	43305
1780	203	30688
1791	181	27326
1780	230	34666
1780	294	48727
1780	282	48668
1780	293	47114
1780	285	46732
1780	301	49183
	134	54349
	164	45523
	32	7161
1796	281	64059
1748	32	6386
	14	2539
1763	510	443891
	548	219914
1762	48	8816
1766	249	52158
1763	522	462898
1787	180	17743
1777	74	22568
1752	8	2225
1702	16	5308
1761	141	29473
1765	81	22391
	8	1321
1702	116	23615
1702	72	13989
1711	84	18289
	4	484
1768	288	77996
1769	455	84506
1730	61	8223
1769	585	106951
1769	369	67784
1769	378	67187
1707	337	106077
	24	3964
1769	557	99796
1706	535	218215
1769	292	51118
1733	267	110426
1793	260	46510
1769	582	155562
1739	120	24951
1755	339	78573
	24	2917
1797	218	33486
1735	257	111737
1729	344	167198
1781	48	9564
1706	24	8694
1705	48	30577
1770	24	3766
	10	3265
1716	26	5195
1800	139	27754
1788	24	7177
1786	23	3303
1790	31	9843
1794	42	6000
1796	23	6855
1703	113	12601
1716	30	5368
1751	8	1294
1762	79	17917
1774	12	2323
1705	44	9116
1722	55	19362
1795	455	101252
	214	17044
	8	2040
	119	23086
	100	35500
	111	49189
1788	183	18352
1783	224	22430
1783	238	25881
	7	1310
1729	176	33565
1788	202	22495
1788	261	43736
1788	319	52215
	62	12760
	19	3496
1724	34	5015
1800	108	13770
	72	22401
	70	12441
1794	382	110597
1800	246	70683
	196	27368
1795	265	69104
	89	16014
	289	53552
	51	8385
1788	202	20423
	191	76146
	242	54624
	319	90659
1800	91	22236
1800	273	72253
	35	11172
1796	38	7758
	30	2975
	188	43495
	231	83791
	14	5141
1777	64	14619
1750	30	16067
	27	5484
	15	3142
1799	17	2755
1791	26	4796
1797	15	1892
	28	6732
	82	15402
1761	36	8860
1777	48	14557
1702	75	14659
	23	2385
	11	3220
1732	36	8572
1775	81	13306
	178	51612
	62	6468
	87	7229
	57	18299
1796	60	8133
1761	79	17790
1720	11	2273
1724	73	13488
1767	62	21132
	2	459
	90	16399
	1	310
1793	121	22850
1793	114	20785
1797	139	35929
1771	31	4026
	14	638
1738	255	71676
	84	21915
	8	976
1798	20	5587
1764	18	6029
1795	36	10455
	24	4679
1764	8	1854
1757	20	2731
	8	1646
	8	1268
	235	49575
1758	32	6315
	208	32673
	8	1520
	8	1680
	8	1284
1782	105	17738
	8	909
	28	6613
	20	4121
1720	39	8434
	20	9590
1701	98	64556
1737	95	53624
	20	3690
1746	24	10644
1718	31	6804
	30	8053
	34	7852
1715	34	8672
1712	23	6839
	61	19173
1725	43	7928
	50	11948
1716	45	15532
	20	5002
1703	8	1313
	16	8196
1717	63	18921
1708	8	4443
1705	8	1013
1710	32	10075
	78	21636
1708	45	11068
	416	70230
	3	2176
	2	411
1703	3	2507
1703	26	8683
1704	25	8037
	16	5421
	24	5299
	313	84541
1735	13	3266
1711	42	3703
1796	27	7836
	27	7901
1782	271	61065
	358	77396
1763	48	14580
1717	24	5392
	326	70176
1753	30	8103
1788	86	12344
1719	147	34167
	320	64993
1800	78	19408
	36	7608
1798	26	5947
1715	119	35374
	26	7316
1703	179	36237
	24	7621
1707	28	6387
	43	9356
	62	24239
1732	179	28873
	65	25848
	248	73468
	20	5668
	25	8448
1743	34	9975
1715	16	3939
1722	30	7829
	31	8555
1728	52	18882
1707	32	8051
1701	93	19150
1714	46	10604
1749	23	7406
1724	22	5571
1743	31	8283
	22	4839
	8	2122
	286	66142
1799	143	29821
1796	155	35804
1728	202	61451
1773	36	6168
1776	326	89745
	61	9899
1797	103	21962
	134	29868
	131	13077
	36	4178
1798	183	28043
	123	29777
1758	239	58891
1797	141	37044
1731	15	1793
1773	24	4127
1776	300	81098
1797	178	45527
	125	38189
	105	17254
	17	2411
1733	47	9805
	20	758
	8	1057
1793	4	35
	16	431
1762	28	2986
1741	16	2194
1735	61	8896
	8	1145
1741	65	11197
1740	45	7590
	8	1079
1740	45	8334
1789	129	10622
1774	18	2049
1706	14	2543
1762	301	91688
1740	51	8873
1783	73	10756
	2	2304
1775	30	3268
	339	51891
1779	30	3466
1743	30	4262
1777	28	4519
1787	215	48959
	313	41254
1787	260	58846
	325	45346
	329	46089
1771	257	49578
1776	164	27597
	299	40820
1754	302	93105
1772	207	32184
1771	228	41423
	1	274
1771	174	36521
1773	347	90813
1771	200	41840
1775	155	24417
	1	169
1773	404	81903
1784	1	265
1772	187	36833
1754	325	78278
	1	394
	1	183
	1	165
	1	258
	1	233
1701	38	11130
	1	241
	1	245
	12	2124
	1	102
	12	1365
	1	133
	1	161
	1	274
	55	6049
1771	19	2456
1747	38	4836
	1	259
	191	71161
	4	492
1736	350	43913
1786	60	17396
1780	321	113803
1796	100	29069
1762	369	130404
1753	89	19263
	24	6366
1793	9	1364
1743	43	2321
1793	259	50728
	60	21405
	16	2014
1762	357	124991
1788	248	31152
1752	32	4404
1794	42	5869
	14	1199
1734	383	47866
1737	293	41979
1785	26	2944
1785	56	8270
1746	60	11843
	4	2036
1797	239	35113
1793	163	40810
	55	21796
1703	222	44730
1780	603	231607
1778	372	104747
1779	808	463376
1772	329	127830
	98	20604
1763	70	23594
	1	688
1735	45	6476
1725	294	60746
1764	30	7985
1772	303	123043
1745	20	3790
1725	382	83745
1796	23	3076
1797	24	4019
1755	59	14182
1777	37	4180
1782	427	142512
1800	185	33894
1728	26	4946
	41	9842
1756	61	15933
1782	37	5385
1791	18	5000
1738	88	31475
1781	64	6946
1709	108	19419
1725	284	57887
	455	58637
	336	45592
1745	221	40507
1746	14	1829
1769	28	4939
	336	50592
1796	15	891
	384	47775
1733	10	1586
1800	15	1957
1800	187	17661
1770	654	196626
1770	656	206980
1790	179	31376
1773	143	23201
1748	229	28367
1748	165	19877
1756	692	550881
1720	305	68579
1772	254	36819
1772	175	24912
1747	219	51977
1752	94	23349
1720	328	78825
1721	295	59937
1796	96	15111
1780	19	2179
1736	46	4484
1778	29	2620
1747	347	79446
1727	546	139027
1727	470	128342
1778	17	2065
	32	5250
1701	14	2856
1708	29	4567
1799	122	31583
1733	9	1213
1704	25	1442
1798	83	26439
1755	103	18906
1799	102	26969
1799	110	24451
1768	135	19109
1799	111	23258
1742	257	68940
1777	76	8443
1777	19	1873
1723	13	1610
	321	94597
	268	53658
1701	339	69374
	209	47882
1796	334	59367
	16	3982
	79	25729
	45	16397
1776	271	52678
1790	378	61246
	4	1804
1736	12	1534
1796	13	2496
1794	106	12286
1779	264	40378
1798	216	40666
1787	33	7128
1760	48	8091
1772	69	6956
1711	144	22108
1755	264	50146
1796	27	4563
1709	16	3146
1720	12	1980
1778	361	118624
1771	224	23659
1779	23	5652
1765	25	5240
1767	13	3294
1800	39	15704
1783	31	5728
	42	16269
1710	186	26129
1797	15	5559
1746	14	3115
1770	36	7248
1764	365	108648
1795	398	70747
1769	22	6455
1787	24	8223
1725	137	24634
1780	552	129228
	4	1889
	4	2085
1787	128	30814
	4	2246
	4	1704
1798	34	7195
1768	36	9179
	5	1374
	5	1542
	4	1653
1714	8	1526
1768	36	6089
	4	1856
	4	1664
	5	1555
	4	1489
	4	2163
	5	1276
	5	1850
	4	668
	4	864
	5	1754
	4	1234
	4	1036
	5	1196
	5	1602
	4	1228
	5	1690
	5	1567
	5	1282
	5	1423
	4	1176
