year	pages	words
	291	71739
1853	14	11471
1865	15	18005
	516	122503
1854	54	13674
1869	25	10022
1864	54	12846
1857	68	28085
1866	44	17574
1850	59	26193
1865	7	1292
1855	14	1908
1863	29	5833
1840	47	10072
1859	30	8919
1854	15	4590
1856	63	14995
1856	4	2171
1850	27	8376
1845	8	7461
1851	14	2303
1852	31	9329
1852	265	70088
1864	35	9799
1878	40	11385
1867	40	11313
1852	301	81055
1866	38	10744
	481	139189
	492	142715
1852	52	16322
1847	27	12639
1839	368	131391
1853	54	12109
1850	11	2317
	364	130022
1852	364	129369
1860	25	8222
1868	14	11060
1869	23	7949
1849	26	6901
	554	155087
1867	174	48113
1847	64	35323
1855	31	13463
	493	235883
1859	47	7082
1859	15	6827
1870	53	13402
1855	28	8351
1863	43	10997
1850	27	13265
1854	44	18840
1864	29	11990
1861	46	20502
1872	52	9990
1850	15	8312
1845	24	12199
1886	1124	293172
	418	155607
1843	189	50320
1859	107	24446
1858	601	205921
1852	398	134217
1852	171	58439
	357	99614
1863	755	591376
1869	310	83171
	495	135473
	449	164743
1868	147	51199
1868	223	48841
1851	256	46497
	167	34264
	111	15796
1853	275	72990
1843	186	94148
1854	274	73223
	480	160406
1847	123	34192
1865	168	126704
1859	1034	367929
1868	268	44406
1860	109	33128
1843	229	89708
1856	652	309487
	367	115112
1862	334	112660
	497	105602
1857	43	13731
1852	224	81115
1863	19	12642
1888	692	203280
1886	696	206605
	116	14079
1853	63	20522
1859	48	17443
1847	8	3540
1850	54	13871
1851	16	4604
1870	8	5255
1854	33	8429
1854	88	34579
1849	12	3116
1842	64	24586
1856	28	6903
1863	16	4764
1852	97	20801
1857	25	7316
1847	16	3460
1868	7	4170
1862	9	778
1839	22	7308
1853	20	7635
1856	25	7724
1844	25	7371
1861	19	4708
1851	82	25079
1864	36	5338
1869	166	82140
1873	285	82959
1840	109	22585
1842	144	37097
1839	356	112835
1873	325	132656
1851	397	149225
1854	418	129659
	543	161332
1851	545	153085
1854	10	4172
1843	153	27097
1860	165	26818
1842	36	19815
1845	29	6144
1865	15	11034
1848	298	59119
1854	31	11943
1847	15	4755
1853	12	2460
1854	8	3918
1857	12	7975
1860	80	58080
1853	69	18872
1851	49	21151
1840	22	7218
1844	20	6760
1839	8	2885
1851	16	9542
1845	25	6672
1842	86	29739
1865	25	5018
1850	31	15088
1870	11	2096
1867	28	4135
1849	56	23097
1862	15	7394
	38	17065
	118	41604
	167	57050
	416	160845
	233	84003
	174	45441
	293	113378
	356	121878
	190	84035
	224	87699
	185	69728
	495	170145
	474	156073
	367	154708
	275	113382
	263	99439
	237	103084
1870	75	43449
	229	86099
	273	110879
1866	36	4837
1869	7	5793
1839	23	4289
1874	49	14878
1871	30	5983
1858	28	12128
1845	24	10145
1847	17	5490
1840	20	4669
1851	56	14023
1871	34	10157
1849	23	8269
1852	25	7658
	305	149965
1844	20	18374
1845	41	11269
1857	8	5677
1869	41	13636
	633	315076
1855	25	6390
1866	51	26019
	332	164458
1848	14	4746
1859	9	1639
1872	4	3894
1859	8	1467
	21	8480
1856	33	10339
1859	8	1533
1874	15	4533
1859	8	1542
1868	40	12050
1859	8	1675
1856	24	8696
1859	7	1869
1859	9	1181
1859	8	1943
1864	8	7161
1852	46	15136
1864	36	8866
1884	772	672954
1870	4	1876
1884	887	825053
1884	884	856835
1852	17	22992
1850	15	7075
1847	13	2583
1839	48	19717
1858	16	5496
1850	78	22587
1864	29	8834
1855	56	8311
1853	41	9611
1839	59	18373
1852	7	5598
1839	10	2870
1844	51	16654
1848	63	31763
1839	23	8454
1845	43	13733
1867	48	11897
1872	21	19243
1845	33	10957
1868	13	11052
1870	88	21410
1847	25	7762
1845	30	10372
1845	75	26350
1852	38	9909
1839	64	16060
1866	333	92256
1853	54	12603
1869	8	3426
1866	208	74559
1844	39	11097
1867	691	408136
1865	8	5614
1847	58	16926
1862	28	8995
1852	24	8945
1869	16	5440
1861	16	9922
1852	6	4392
1844	29	7863
1844	66	26042
1866	543	274386
1863	38	8962
1860	62	20570
1867	31	12094
1851	26	7741
1841	22	6117
1844	31	9905
1845	56	22057
1858	19	5531
1854	12	4424
1868	65	15860
1844	18	4414
1850	13	2508
1845	64	22362
	220	56894
	319	92581
	157	52925
1844	74	29597
	193	54284
1856	29	6402
1856	30	6060
1840	57	47161
	176	48435
	324	84609
	178	50661
1870	34	6954
	56	13818
1857	27	7900
	214	55926
1862	7	1494
1842	30	7556
1854	26	7938
1856	120	40083
	1278	621062
1854	1083	488490
1848	14	3013
1847	16	6557
1864	38	12413
1868	8	7743
1870	62	23525
1869	331	98595
1856	24	3554
1869	319	90348
1878	11	4078
1874	44	6728
1842	6	4993
1857	8	2246
1846	14	14248
1859	55	15529
1860	16	12045
1864	24	5607
1847	16	18157
1852	8	4044
1867	65	26655
1850	14	17172
1852	27	9248
1853	8	5789
1844	88	28991
1850	46	17754
1860	8	6538
1848	24	5872
1853	16	15009
1857	7	5575
1859	16	14327
1856	16	15496
1850	16	7534
1856	8	8968
1846	45	11414
1850	36	31631
1852	8	6960
1853	33	13028
1860	28	10707
	86	19972
1854	25	9477
	87	30307
	126	37611
1871	456	104048
	145	45523
1860	8	9760
1871	257	58855
	132	40022
	80	17748
	76	18789
1871	479	98932
	155	49201
	170	37429
	168	45605
	141	40893
	191	63728
	119	31552
	129	43842
	202	44127
	166	56512
	330	123182
	137	46144
	256	98650
	4	1356
	146	37571
	16	3694
	8	2302
	7	1485
	166	55611
	8	1775
	8	1576
	7	1349
	7	1290
	17	3085
	45	9791
	9	1455
	16	2675
	25	4347
	12	1971
	141	29935
	122	24503
	68	19208
	98	29426
	32	9000
	53	10150
	25	5496
	23	4560
	58	13744
	543	162425
	14	4051
	49	11098
	33	7330
	14	3785
	26	9662
	16	3311
	42	12843
	31	9950
	33	12578
	29	9199
	40	14704
	34	12527
	36	13740
	54	18757
	51	17916
	30	9934
	65	25072
	43	14155
	46	16469
	20	6679
	34	11159
	31	9217
	12	3694
	15	4386
	39	13406
	12	3265
	29	8385
	55	19839
	38	11825
	90	31499
	92	23547
	157	37524
	454	224955
	481	213178
	564	249865
	776	433283
1866	220	89382
1855	113	25623
1855	43	9958
1855	48	17585
	806	381743
1855	109	40486
1858	338	166206
1858	361	175175
1858	488	208466
1858	392	155755
1858	362	145596
1858	404	162431
1858	477	193157
1858	450	181161
1858	499	205265
1850	33	6915
1858	459	194560
1870	32	10774
1873	15	4278
1848	40	11303
1857	35	8582
1844	44	10708
1861	17	6082
1877	73	16918
1869	8	7807
1846	57	18858
1877	48	8608
1840	29	6912
1854	32	14664
1858	25	7545
1868	139	46701
1857	7	5256
	243	86335
1870	275	120190
	27	6204
	65	41300
1846	12	5272
	23	5766
	39	28524
	44	32426
	32	27900
1846	16	4227
1846	24	5985
	46	29764
1846	14	3595
1846	16	3727
1846	15	2981
1877	142	35761
1890	16	3315
1888	932	459091
1866	948	542570
1888	894	431188
1888	774	349083
1888	888	366588
1888	716	346829
1888	756	378220
1888	1016	535855
1888	879	438067
1875	34	7535
1855	24	9036
1857	25	7976
1858	32	10872
1851	31	11310
1842	14	8582
1876	64	17092
1852	31	10099
1866	8	7973
1888	1255	638767
1871	8	6956
1859	10	9034
1850	37	12948
1851	29	12418
1867	21	6163
1856	20	6630
1864	24	5652
1870	17	4789
1848	43	20128
1848	34	22179
1849	107	47977
1866	364	166716
1866	676	303107
1862	1399	634130
1844	20	7147
1849	144	50509
1849	144	48833
1845	185	59250
1859	24	7373
1849	164	53234
1849	184	62426
1849	176	55851
1849	169	50510
1849	216	69084
1849	143	42109
1849	160	56919
1849	153	56629
1849	131	48689
1849	120	42672
1849	133	47783
1849	149	60544
1849	91	32077
1849	91	30115
1849	90	30781
1849	103	36773
1849	92	29822
1849	81	31012
1849	101	32676
1849	101	33189
1849	100	34943
1849	81	27031
1849	87	28776
1849	90	29370
1849	38	8357
1858	333	93050
1856	399	129426
1849	79	21315
1867	158	28324
1852	184	55890
	125	38410
	127	28906
	247	72061
	153	35883
	121	28476
	138	41231
	214	53319
	210	59471
	242	70172
	288	80834
	261	78222
	275	77509
	568	169877
	665	326849
	420	121629
	31	6865
	98	33234
	113	41730
	26	5549
	23	5187
	36	8746
	78	29517
	36	8614
	59	9171
	52	9035
	60	10809
	56	11051
	55	10762
	72	12823
	131	33755
	1589	566694
	78	13636
	71	12832
	149	37889
	77	14330
	79	15509
	69	14588
	69	13059
	90	20755
	55	9871
	85	17289
	98	19302
	54	9294
	126	23906
	146	28858
	114	22726
1859	11	1978
1841	23	8006
1839	26	11075
1871	26	8266
1867	59	27057
1865	38	16831
1869	12	3321
1858	8	8812
1862	12	6458
1869	13	9079
1846	22	11724
1865	8	4681
1869	15	10743
1850	15	8368
1840	19	4514
1844	144	12306
1840	81	42397
1858	46	11931
1840	27	9800
1864	23	8227
1852	7	6866
1863	10	4378
1867	64	21239
1855	85	28188
1863	8	2471
1852	7	7469
1864	54	27991
1848	26	7503
1856	16	8817
1865	72	24211
1857	70	30320
1842	10	6172
1856	172	62722
1856	435	145959
1856	146	44191
1859	592	199397
1865	467	166131
1853	173	38423
1853	102	60766
1866	109	16156
1868	68	11458
1842	37	13410
1863	277	72648
1865	93	20866
1848	154	113340
1842	40	17002
1864	42	12624
1871	66	18554
1846	26	9145
1864	36	10251
1842	20	13628
1844	32	23646
1851	208	72410
1855	63	16571
1849	34	10510
1855	45	18263
1846	15	6900
1866	8	7030
	316	85060
1840	52	24044
1861	67	21270
1844	38	10808
1845	230	53520
1859	25	7813
1852	40	10280
1855	33	7492
1855	20	8736
1843	15	13700
1850	14	2929
1839	8	5274
1840	12	3967
1846	4	4019
1853	90	18906
1851	34	8740
1850	32	31464
1849	27	11205
1839	53	27011
1839	23	8295
1839	46	37778
1877	73	12067
	40	14418
1858	24	10118
	29	9805
	40	12900
	30	10575
	24	9001
	38	12331
	47	12824
	56	15706
	52	12829
	50	13787
	22	6438
	47	11333
	56	13693
	39	9326
	46	11770
	55	13316
	60	16552
	47	12569
1874	58	22152
	52	13291
	82	25123
	56	15660
	54	13227
	49	9419
1867	67	59188
1869	248	92023
1871	120	80410
1868	82	58371
1870	128	76064
1866	73	57007
1841	200	99375
1855	34	26914
1855	49	37536
1855	34	26892
1855	60	45209
	104	20636
1855	36	30605
1876	227	144176
1867	22	5998
	218	40011
	239	41962
1855	56	43122
	206	62434
1855	58	42532
1854	30	11278
	165	32224
1855	53	40057
1855	49	20759
	259	49263
1855	14	4914
	209	44930
	306	88124
	221	47135
	249	59838
	241	61480
	319	87560
	211	50353
	432	125731
	305	82729
	337	91659
1849	566	181433
1861	14	3358
1851	24	8586
1915	28	3411
1864	19	4970
1859	32	6992
1855	51	10350
1849	1101	453563
1849	1148	430671
	782	285283
1849	1641	613205
1910	16	4287
	1858	536757
1849	1573	624968
1849	1743	649434
1849	1989	846146
	1705	654779
1849	1796	746431
1849	2478	929310
1866	16	3851
	2412	718795
1849	2868	1259985
	3065	1154836
1860	14	21969
1851	32	8543
1858	16	10814
1868	24	4305
1852	8	6949
1868	24	8382
1860	40	12738
1849	32	8518
1863	347	79798
1844	11	2042
	354	138994
1844	11	2692
1844	9	2234
1844	5	718
1844	6	893
1844	7	1804
1844	7	1151
	377	142365
1844	15	3987
1844	12	3101
1844	7	1248
1844	8	1526
1844	11	3194
1844	6	1041
1844	7	1367
1844	12	3224
1844	8	1476
1844	7	1414
1844	12	2608
1844	7	1355
1844	7	1289
1844	20	5109
1844	12	2395
1844	20	5346
1844	16	4415
1844	16	3810
1844	39	11101
1844	38	9853
1844	39	9253
1844	31	6471
1844	23	3844
1844	32	6603
	25	7829
	28	6854
1859	17	5312
1844	11	2023
1848	183	47122
	38	13066
	189	82959
	14	1813
	39	10053
	42	7180
	14	2302
	15	3139
	16	2622
	16	3055
	16	3799
	14	2411
	14	2205
	18	4222
	20	4491
	24	8731
1850	29	6791
	24	8665
	36	10413
	29	10300
	278	120056
1853	16	2131
	615	234016
	468	191540
	649	252974
	537	207518
1842	322	150008
	368	132334
1841	64	21883
1866	95	21686
1855	185	44711
	103	23442
1862	15	4114
1843	49	28340
1841	48	11763
1839	11	2319
1866	32	6377
1850	112	34944
1852	31	6983
1871	571	211834
1854	313	128051
1856	117	16396
1866	22	6981
1863	14	4132
1848	15	10629
1868	8	2088
1873	24	12096
1851	66	32963
1850	45	19666
1860	40	16238
1852	79	16010
1868	169	73616
	123	74547
1865	12	2583
1873	15	7380
	127	78465
1874	929	569805
	108	58708
	214	87981
	96	48270
	131	68176
1847	39	14826
1842	54	15429
1854	4	4588
1858	34	16294
1854	7	5471
1860	24	9263
1869	20	9738
1867	46	15808
1848	96	31232
1865	58	15053
1842	47	17179
	551	204028
	643	246650
	620	235868
	699	239234
	652	263503
1865	13	3868
1841	30	10422
1855	61	11240
1840	17	5489
1844	39	13116
1844	22	9868
1848	34	12223
1868	25	10572
1845	51	11345
1852	18	3874
1844	41	9266
1856	16	5798
1855	1969	2701823
1865	69	23290
1852	27	6138
1853	54	22717
1845	15	6896
1863	35	11035
1849	61	27832
1856	13	3539
1839	53	27021
1840	14	4874
1868	25	9018
1852	13	5402
1862	39	15926
1862	47	13495
1865	58	20406
1854	107	23303
	306	47162
1840	15	2957
	364	97343
1858	11	1958
1854	272	56521
1862	426	212745
1859	418	119965
1881	225	99311
1881	270	119595
1842	393	105691
1875	193	137576
1852	116	15770
1842	229	49851
1842	236	49783
1881	201	104524
1857	405	90815
1849	276	101847
1876	279	73136
	726	219603
1851	551	203095
1871	729	222830
1875	223	20200
1866	16	4357
1851	345	54096
1857	349	61523
1862	272	38360
1844	144	12410
1855	14	3657
1842	16	3426
1860	40	10821
1854	13	6183
1858	23	4860
1856	71	24240
1869	30	6720
1847	58	19733
1869	17	4129
1862	27	15408
1851	25	12439
1868	16	6762
1868	6	5031
1856	145	44869
1851	12	4092
1856	80	58512
1870	37	12055
1866	48	13252
1852	32	6837
1844	45	11731
1862	14	5077
1867	87	27882
1860	112	38748
	136	35038
1856	33	9573
1864	23	4168
	153	34605
1851	124	33014
1845	204	27796
1840	40	34486
1864	57	13691
1854	482	163058
1872	469	124132
1868	273	58942
1873	204	55194
1840	305	108137
	120	29576
1857	103	15761
1855	40	10083
	238	123387
1863	818	406646
1870	15	9134
1897	157	35129
	237	96044
1847	331	102702
1847	31	12824
1876	312	102216
1864	32	7377
1873	401	135097
1853	12	2009
1845	35	11204
	572	268939
1864	12	10991
1859	25	7896
1839	22	5514
1866	53	16734
1870	38	16388
1868	7	2280
1844	27	6804
1857	30	11275
1847	58	21456
1845	24	9244
1868	53	13600
1845	68	21729
1859	27	10895
1854	22	5207
1864	28	9087
1843	40	16281
1863	32	6833
1853	24	5815
1860	10	3162
1843	20	5850
1867	52	11318
1840	22	9347
1847	52	20560
1896	18	3870
1891	33	13734
1847	20	8719
1852	19	6576
1841	24	9658
1847	743	362823
1863	15	2666
1870	8	4621
	1009	433049
	1258	503753
	1555	505857
	984	397268
1871	100	64021
	800	326247
	899	368422
	882	355956
1869	24	12664
	35	13163
1844	25	8462
1841	13	3855
1860	34	19379
1857	72	28715
1880	86	35962
1902	19	5802
	1576	569501
1877	47	20294
1846	32	11904
1876	31	10196
1854	25	7800
1844	8	2847
1848	63	23988
1876	92	27688
1861	24	8288
1872	48	16564
	1898	813230
1842	49	19071
1858	8	8465
	12	8128
1845	32	8510
	12	8112
1872	13	2471
1869	16	4356
	16	10699
1860	24	8995
1850	25	8320
1865	16	12909
	16	11415
	10	6688
	1571	622413
	16	10983
	8	5266
	8	5517
	16	13158
	31	19866
	8	6007
	4	3683
	8	5446
	16	10642
	16	12561
	8	6357
	8	6231
	19	14734
1865	8	7738
1857	202	67966
	208	70909
	127	53322
	187	74802
	117	43740
	274	71646
	103	41619
	358	112798
	266	117975
1839	28	6605
	194	100820
	273	112461
	155	60872
	274	111986
	209	84273
	33	15250
1850	32	8501
	153	49888
	227	90640
	165	59500
1873	13	2870
1876	13	3209
	254	112827
1845	34	9421
1847	166	54028
1876	16	12443
1862	20	4609
	283	121467
1845	163	63707
1853	16	4325
1859	37	5807
1866	17	5956
1876	47	17954
1854	19	12915
1859	28	6224
1875	41	17658
1856	175	41979
	595	293220
1859	69	11606
1848	29	2137
1873	57	12496
	259	190628
	126	74687
	112	40694
	127	41984
	120	41918
	130	52156
1859	122	19945
	308	254929
	132	53712
	294	247223
	95	34684
	317	301644
	235	203365
	303	291886
1859	117	17529
1859	146	22655
1859	130	20855
	92	36504
1859	218	77702
	438	404156
	176	74318
	380	317782
	24	3239
	19	2866
	22	3270
	20	3334
	24	3571
	24	3887
	16	2240
	17	2348
	31	4456
	20	2970
	24	3702
	20	3180
	24	2579
	28	4613
	32	5183
	33	6266
	24	3422
	24	3736
	27	4176
	31	6450
	33	6919
	202	52285
	222	57878
	33	6886
1863	250	71963
	122	34437
	385	96732
	118	35794
	254	68333
	420	100962
	376	82740
	437	97686
1864	641	621156
1864	607	565219
1864	745	720178
1863	1013	452551
	104	20353
	110	112344
	82	23850
1854	15	16894
	1229	368347
	562	507956
1857	18	14175
	334	143380
	622	596162
	597	540737
1854	666	224996
1866	309	92780
1851	23	9081
1890	402	93894
1867	50	18175
	317	50318
1860	6	1070
1851	117	38899
1859	551	179688
1868	43	13737
1868	16	6552
1853	25	5330
1869	37	13933
1858	7	1756
1865	31	10093
1870	92	23237
	861	371018
1868	7	4362
1874	47	16722
	17	5459
1860	13	5599
1851	41	26783
1843	37	12574
1845	20	8192
	692	568328
1856	448	157379
1852	17	6673
1854	300	114729
	1088	462859
1861	518	108621
	169	120063
	279	127563
1858	263	62132
1858	246	58667
1858	246	59116
1858	290	66446
1858	271	65094
1858	243	59856
1858	272	61226
1858	245	58828
1858	279	64056
1858	333	75968
1858	225	54408
1858	255	61298
1856	433	528703
1858	252	61706
1858	288	64919
1858	334	80413
1858	358	86278
1851	22	9200
1865	51	13894
1870	15	7562
1858	369	86510
1874	45	11681
1875	19	6511
1858	383	91308
1855	14	2651
1858	390	92419
1875	26	7150
1845	16	6299
1853	19	4142
1870	9	2332
1855	23	6050
1845	166	36937
1854	26	24109
1839	39	39807
1847	16	3932
1859	8	2904
1855	29	7592
1863	16	12291
1858	26	10913
1864	22	5328
1853	10	2536
1853	796	725351
1866	8	7115
1853	842	791008
1876	72	29935
1857	38	11605
1865	44	15445
1874	11	7593
1868	30	9527
1868	20	7217
1873	50	13226
1843	64	28138
1843	139	51019
1843	120	34454
1843	99	34423
1847	26	8241
1843	59	25038
1853	998	937033
1843	56	20796
1843	127	50754
1843	66	26059
	121	43094
1843	217	81946
1843	134	57540
	22	3024
	496	168226
	23	3041
1843	272	75308
	179	67783
1843	156	57796
	23	3275
	247	79959
	23	3042
1843	297	90738
1843	281	86500
	22	3023
	44	7319
	36	6704
	21	3044
	14	2630
	22	3064
1875	35	20224
	59	19599
	70	26136
	59	10145
	12	1939
	42	6804
1843	188	68346
	106	24343
1860	15	4291
	245	31673
	86	27729
1875	309	99383
1851	11	2568
1841	16	9406
1846	7	6558
1848	278	166634
1830	24	9022
	74	27264
1872	151	41111
1878	170	44897
1875	159	43162
1860	200	52444
1869	499	133000
1860	435	116985
1841	428	271532
	555	180657
1851	281	103817
1855	1017	758591
	443	174432
	21	4781
	34	9282
	56	18312
1852	11	4176
1861	75	14324
	41	11591
1874	47	22308
1856	432	239292
	19	4489
	21	4617
	39	9946
	56	13447
	31	7734
	36	8094
	36	8409
	38	10402
	15	4772
	34	8704
	65	17792
	13	4750
	23	6982
	32	6369
	49	12901
	85	23355
	50	15182
	70	18086
	43	10451
	24	5873
	40	13626
	85	34154
	88	22426
1856	487	273787
	23	6112
	28	6056
	25	7518
	36	6433
	81	17212
	17	4627
	23	7068
	17	5233
	14	3593
	24	7069
	11	3209
	17	5029
	37	11451
	15	3503
	14	3620
	31	6902
	18	4458
	87	20514
	29	5999
	38	7933
	169	44091
	23	5174
	113	20276
	23	5476
1852	317	110133
	310	74606
1852	368	132984
	489	135500
	228	68302
1858	194	117906
1869	541	133149
1852	340	134599
	118	22567
	247	69711
1852	392	183769
1860	185	88611
	295	75003
	505	144530
	607	184317
1852	771	220008
	547	154187
1849	31	7550
1849	38	12591
1849	23	5585
1849	30	9753
1849	42	14660
1849	29	9317
1849	43	15428
1849	42	15593
1849	24	6709
1849	25	5022
1849	84	34217
1849	35	6899
1849	53	20956
1849	72	29188
1849	130	43712
1849	26	7151
1849	61	24467
1849	31	10132
1849	41	14653
1849	17	3738
1849	41	11301
1849	40	12718
1849	62	20732
	146	33357
1849	44	15642
	120	25937
	152	37028
	154	35877
	247	57003
1870	456	140496
1873	646	264368
	243	57854
1858	820	244819
1870	421	137760
1865	830	304519
1843	1131	627719
1851	699	274534
1855	247	135835
1857	818	395545
1857	650	676817
	93	34436
	173	65455
	198	87093
1846	256	144162
1857	576	508191
	103	38746
	89	32670
	601	280611
	101	35928
	94	31758
	82	29885
	96	35892
	87	28034
	101	37097
	98	31697
	101	37217
	87	30648
	99	36794
	91	33689
	91	32211
	104	38717
	124	44739
	124	47000
	111	37547
	125	44555
	111	37051
	102	33220
	128	58319
	155	57675
	165	50726
	188	94600
1870	158	57160
	183	94679
	329	86999
	168	81501
1847	106	24617
	141	69198
	160	85317
	197	105671
1849	1121	1249752
1865	248	39761
	181	87493
	138	24960
1841	191	74640
1865	411	213273
1843	30	10344
	209	110732
1859	195	62565
1850	15	4539
1840	178	55494
1849	242	66363
1876	14	8913
	396	73484
1851	31	20478
1846	48	16460
1864	16	16275
1848	20	10845
1871	23	10390
1855	292	257041
1858	65	18289
1851	38	9358
1875	26	7699
1867	40	16139
1860	80	23733
1846	96	27146
1867	14	3783
1842	90	41239
1852	57	33992
1876	46	11186
1857	389	108564
	340	131861
1857	391	143115
1862	71	15690
	458	137090
	371	129365
	392	111580
	330	96731
	139	45187
	185	62613
	135	39006
	384	120888
	347	103478
	312	131456
	130	37548
	379	155830
	311	101961
	358	114393
	179	65449
	204	74104
	196	73286
	192	66509
	178	63330
	198	70812
	341	149263
	222	81626
	216	79778
	247	96036
	237	89381
	233	90468
	220	78187
	221	76844
	230	89294
	241	95774
	238	93050
	29	7799
	35	11351
	228	89354
1847	7	1065
	30	8335
	61	18126
	23	6320
	69	19129
	19	5769
	27	8072
	39	11247
1870	947	428090
	97	29949
	35	10395
	89	26502
	61	17435
1870	940	441284
	87	27547
	85	24256
	112	35196
	91	26625
1870	1006	457637
1870	936	410073
	121	37585
	117	33669
	98	30472
	110	35337
	117	35771
	90	24278
	109	34626
	20	5228
1848	4	744
	111	36076
1847	16	4218
	68	22151
1847	22	5758
	15	3238
	15	3335
	8	3264
	7	3254
	117	37688
1847	24	6529
	47	15172
	16	4671
	123	38100
	8	4361
	54	16372
	46	15529
	28	7590
	32	7994
	41	11530
	40	10397
	38	9272
	35	9609
	48	10478
1847	16	4226
	12	2872
	29	6378
	14	3393
	17	3057
	15	3516
	16	4523
	27	6097
	19	4941
	14	3212
	24	5646
	35	9812
	15	4003
	16	3617
	28	6139
	38	8478
	34	7979
	32	6995
	41	11575
	33	7381
	36	8786
	35	8706
	32	6987
	39	8746
	45	12285
	45	14264
	30	9107
	28	8129
1857	18	5342
	34	9202
	38	8889
	35	10973
	36	10810
	21	4376
	34	5595
	33	9291
	8	1205
	8	1011
	12	1784
	10	1910
1846	8	2785
1848	24	6104
	18	5355
	51	12639
	8	1554
	15	3081
	98	20978
	62	12901
	94	20801
	255	65164
	144	39865
1846	16	4976
	120	31112
	8	1221
	71	14137
	111	25017
	154	37103
	114	30166
	181	53696
	341	83406
	259	61666
	257	57854
	337	83083
	159	39749
	113	29533
	294	70875
	130	25699
	249	58042
	308	75199
	163	46322
	8	1135
1851	7	1443
	8	1099
1849	32	8810
	8	1168
1853	4	511
	10	1195
	8	1187
	10	1211
	10	1233
1852	42	14883
	9	1150
1853	26	9344
	10	1177
	8	1220
	9	1159
	10	1316
	12	1597
	10	1390
1850	62	32667
1844	628	316135
1855	8	1414
	8	1168
1854	4	636
	5	533
1855	7	1380
	4	660
	4	633
	4	603
	4	518
1856	7	1614
1855	6	922
1855	5	899
1856	8	1329
	4	754
1855	6	948
1856	7	1146
1855	5	858
	14	3690
	10	2532
1857	7	1667
	14	3533
	6	995
1856	12	2979
1857	3	293
1855	7	1331
1855	4	373
1857	3	337
1855	5	869
1857	13	3758
1857	15	3856
1858	13	3876
1858	7	1136
1857	6	1337
1860	3	226
1858	6	1038
1860	8	1900
1860	13	3040
1862	9	2688
1858	10	2332
1859	4	582
1853	7	1357
1849	12	4037
1858	4	680
1866	6	1508
1867	31	8007
1870	21	6643
1862	8	1696
1852	13	3705
1865	15	2269
1862	8	1761
1861	4	510
1872	47	12825
1873	9	1949
1855	22	11356
1869	23	5073
1850	11	4705
1872	38	12712
1860	16	4888
1871	7	2479
1848	6	1303
1866	12	3756
1865	71	29174
1862	23	7387
1841	67	16518
	11	2228
	14	3109
	8	2085
1847	8	1746
1851	17	6386
1850	51	19240
	15	3081
	16	3435
1834	42	27800
	17	3250
1836	14	8215
	545	183214
	84	29119
1833	37	27756
	503	167047
	425	147842
	575	215524
	664	226482
	634	226936
	556	210453
	342	158944
	261	95870
	530	179642
	451	181598
	739	250738
	817	308049
	577	228903
	507	252610
	690	273780
	523	269719
	643	241208
1849	16	8088
	611	289638
1851	22	6755
	654	243068
	752	402544
1875	12	9748
	688	358125
1870	13	4607
1855	8	2411
	1076	436120
	732	377784
1851	20	5910
1852	39	16473
	1039	410376
	1111	470523
1858	7	5296
	399	146167
	941	356120
1848	8	8393
	639	232674
1850	41	9711
1873	25	10044
1876	26	5805
1866	74	40474
1856	31	29617
	661	229573
1860	31	10481
	867	328253
1861	18	6087
1857	27	7093
1850	16	6066
	900	335354
	31	10056
	53	12434
	20	8317
	16	7058
	19	7530
	39	5993
	16	2114
1855	602	220451
	19	2602
	16	6164
	17	1985
	37	4482
	16	1965
	34	4475
	46	11107
	742	264327
	44	5885
	40	4700
	42	5273
	43	5343
	43	5622
	40	5266
	40	4991
	39	4681
	38	4943
	40	5838
	44	5867
	38	4654
	45	5873
1854	594	270493
1854	37	11470
1874	30	25866
1837	492	369054
1842	149	54741
1851	25	4390
1851	19	3159
1851	25	4474
1851	29	5183
1851	39	4515
1851	17	2881
	13	2054
	12	1899
	13	1621
	14	2116
	16	2999
	13	1674
	12	1917
	13	1579
	12	1627
	12	1598
	14	1711
	12	1603
	12	1620
	12	1810
	13	2104
	13	1633
	14	1797
	12	1745
	12	1560
	18	1547
	18	1535
	18	1343
	12	1460
	17	1790
	13	1100
	20	2168
	19	2603
1842	563	208112
	21	2335
	20	2540
	21	1488
	12	3243
	13	4684
	18	2290
	12	3494
	33	11331
	14	4600
	35	7365
	27	8275
	33	7402
	43	8682
	41	7731
	39	7399
	34	6852
	26	6501
	36	7720
	34	7685
	25	5869
	25	3003
1875	5	3350
	34	7060
1874	29	2645
	35	8510
1871	19	3929
1847	41	22018
1835	27	11974
1830	24	5869
1853	25	10010
1833	16	7545
1851	7	1635
1852	15	6049
	204	71155
	226	107039
	252	114905
	213	92009
	195	62630
	84	34536
	307	137978
	218	97284
	52	20315
	68	23718
	312	113969
	203	93522
	138	86788
	115	47585
	853	202282
	743	174706
	742	180792
	1662	399902
	700	173393
	672	152412
	715	167523
	719	173816
	1945	491336
	1425	420778
	2220	568930
	900	228353
	2167	494918
	2611	597768
	2333	530867
	1321	302326
	2830	609415
	2298	556462
	3038	709242
	3784	994444
	2579	618906
	3965	987655
	2913	687227
	3566	901256
	4790	1391097
1873	51	15188
1852	29	11609
1860	19	5686
1857	12	4966
1872	16	4203
1874	16	6635
1874	20	4878
1864	88	48434
1871	36	9724
1870	12	8230
1876	11	2545
1856	44	14045
1872	4	1235
